chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19	coverage20	numCs20	numTs20
NC_059187.1	4239711	4239712	*	17	0	17	14	0	14	25	0	25	14	0	14	17	9	8	10	0	10	11	0	11	15	0	15	18	11	7	19	7	12	18	0	18	17	8	9	26	12	14	12	0	12	31	1	30	16	16	0	19	0	19	14	14	0	22	0	22	10	0	10
NC_059187.1	5609577	5609578	*	21	0	21	17	1	16	15	0	15	11	0	11	16	9	7	12	7	5	24	10	14	10	0	10	16	8	8	18	0	18	20	10	10	22	0	22	26	2	24	18	0	18	17	0	17	19	0	19	21	0	21	13	1	12	11	5	6	16	0	16
NC_059187.1	5609592	5609593	*	22	0	22	17	1	16	17	0	17	10	0	10	18	10	8	13	7	6	25	10	15	11	0	11	16	9	7	19	0	19	22	12	10	25	0	25	26	1	25	19	0	19	21	0	21	22	0	22	21	1	20	11	1	10	12	5	7	17	0	17
NC_059187.1	5609602	5609603	*	23	0	23	17	0	17	16	0	16	10	0	10	18	11	7	12	6	6	26	10	16	11	0	11	16	9	7	17	0	17	23	12	11	26	1	25	27	0	27	18	0	18	22	0	22	21	0	21	18	1	17	12	1	11	13	5	8	16	0	16
NC_059187.1	9975749	9975750	*	25	0	25	28	0	28	18	0	18	16	0	16	11	3	8	19	0	19	18	0	18	19	0	19	15	0	15	23	6	17	29	11	18	27	0	27	21	0	21	15	5	10	22	0	22	22	8	14	21	0	21	11	5	6	23	0	23	17	0	17
NC_059188.1	5920854	5920855	*	30	0	30	28	0	28	25	0	25	22	0	22	38	15	23	21	1	20	21	0	21	23	0	23	20	0	20	27	0	27	27	0	27	26	0	26	38	0	38	34	9	25	26	1	25	29	0	29	30	11	19	40	0	40	25	0	25	25	0	25
NC_059188.1	10298306	10298307	*	13	0	13	18	0	18	14	0	14	16	0	16	13	5	8	10	0	10	13	0	13	21	0	21	12	0	12	16	0	16	17	0	17	19	0	19	16	0	16	14	0	14	18	0	18	15	0	15	19	0	19	20	0	20	18	0	18	14	0	14
NC_059189.1	620530	620531	*	22	0	22	22	0	22	21	0	21	19	0	19	12	7	5	29	0	29	17	0	17	17	0	17	15	0	15	24	12	12	26	0	26	21	8	13	24	0	24	23	10	13	22	7	15	33	0	33	28	0	28	14	0	14	30	0	30	25	1	24
NC_059189.1	2383507	2383508	*	16	0	16	24	0	24	16	0	16	15	0	15	12	7	5	22	0	22	19	0	19	14	3	11	17	0	17	16	0	16	13	0	13	13	0	13	26	12	14	21	0	21	30	0	30	23	1	22	10	0	10	16	0	16	20	9	11	13	0	13
NC_059189.1	5992382	5992383	*	37	0	37	61	0	61	44	0	44	22	0	22	65	6	59	41	1	40	33	0	33	22	0	22	26	0	26	50	1	49	37	0	37	43	0	43	73	0	73	31	0	31	41	0	41	28	0	28	31	0	31	10	0	10	44	0	44	35	0	35
NC_059189.1	6073173	6073174	*	29	0	29	54	2	52	37	0	37	52	0	52	24	6	18	26	3	23	52	3	49	23	0	23	21	0	21	27	0	27	54	1	53	30	0	30	27	0	27	45	0	45	59	0	59	23	0	23	24	0	24	30	0	30	54	0	54	52	0	52
NC_059189.1	6226673	6226674	*	20	0	20	18	0	18	23	0	23	12	0	12	27	10	17	18	0	18	19	0	19	13	0	13	12	0	12	25	0	25	18	0	18	17	0	17	23	10	13	24	1	23	12	0	12	24	0	24	15	0	15	11	0	11	21	0	21	19	0	19
NC_059189.1	7439262	7439263	*	28	1	27	33	0	33	29	2	27	29	0	29	23	6	17	19	0	19	16	0	16	37	0	37	52	2	50	54	2	52	80	3	77	50	0	50	86	1	85	39	2	37	40	2	38	35	3	32	59	1	58	98	4	94	41	0	41	42	0	42
NC_059189.1	7542397	7542398	*	25	0	25	15	0	15	23	0	23	19	0	19	18	4	14	17	4	13	17	6	11	11	0	11	14	0	14	25	0	25	17	0	17	16	0	16	26	0	26	19	0	19	12	0	12	14	0	14	21	0	21	39	0	39	20	0	20	10	0	10
NC_059189.1	7542419	7542420	*	24	0	24	13	0	13	24	0	24	18	0	18	16	3	13	15	5	10	14	5	9	12	0	12	13	0	13	25	0	25	18	0	18	13	0	13	25	0	25	18	0	18	13	0	13	13	0	13	21	0	21	37	0	37	20	0	20	13	0	13
NC_059189.1	7962240	7962241	*	19	0	19	23	0	23	19	0	19	20	0	20	16	8	8	23	0	23	15	0	15	13	0	13	18	1	17	19	0	19	25	0	25	14	1	13	17	10	7	22	0	22	16	0	16	16	0	16	20	0	20	23	1	22	17	0	17	18	1	17
NC_059189.1	7962281	7962282	*	21	0	21	23	0	23	22	0	22	19	0	19	17	8	9	21	0	21	18	0	18	13	0	13	16	0	16	20	0	20	24	0	24	18	0	18	20	9	11	25	0	25	19	0	19	18	0	18	26	0	26	38	0	38	20	0	20	24	0	24
NC_059189.1	7962301	7962302	*	20	0	20	24	0	24	23	0	23	22	0	22	17	8	9	22	0	22	18	0	18	13	0	13	15	0	15	24	1	23	22	0	22	18	0	18	21	10	11	25	0	25	19	0	19	17	0	17	27	0	27	39	0	39	20	0	20	26	0	26
NC_059189.1	7962317	7962318	*	20	0	20	21	0	21	23	0	23	20	0	20	18	10	8	19	0	19	18	0	18	12	0	12	16	1	15	23	1	22	20	2	18	17	0	17	21	11	10	25	1	24	18	1	17	16	0	16	24	0	24	39	0	39	20	0	20	23	0	23
NC_059189.1	9396327	9396328	*	19	0	19	37	1	36	17	0	17	26	0	26	21	7	14	24	0	24	18	0	18	24	1	23	16	0	16	28	0	28	14	0	14	25	0	25	29	0	29	22	0	22	25	0	25	29	0	29	24	0	24	23	0	23	25	0	25	30	0	30
NC_059189.1	10281811	10281812	*	18	0	18	26	0	26	18	0	18	14	0	14	20	4	16	20	0	20	21	0	21	21	0	21	17	0	17	21	0	21	25	3	22	16	0	16	17	0	17	20	0	20	14	0	14	17	0	17	13	0	13	17	0	17	19	0	19	18	0	18
NC_059190.1	612704	612705	*	20	0	20	19	0	19	20	0	20	21	0	21	17	15	2	20	0	20	15	0	15	25	0	25	11	0	11	19	8	11	28	0	28	23	0	23	22	0	22	23	10	13	27	0	27	16	5	11	20	0	20	10	0	10	18	0	18	21	0	21
NC_059190.1	2926076	2926077	*	18	0	18	24	0	24	11	0	11	22	0	22	13	5	8	23	0	23	13	7	6	17	0	17	20	0	20	19	1	18	22	0	22	22	0	22	22	1	21	30	0	30	11	0	11	22	0	22	19	0	19	17	0	17	14	0	14	18	0	18
NC_059190.1	3010165	3010166	*	11	0	11	16	0	16	14	0	14	12	0	12	25	12	13	20	0	20	16	0	16	20	0	20	23	0	23	25	9	16	23	0	23	22	0	22	17	0	17	26	15	11	30	0	30	20	1	19	22	2	20	20	0	20	24	0	24	25	10	15
NC_059190.1	3010177	3010178	*	12	0	12	16	1	15	15	0	15	13	0	13	27	14	13	19	0	19	17	0	17	21	0	21	23	0	23	25	10	15	26	0	26	24	1	23	20	0	20	26	15	11	31	0	31	20	0	20	25	0	25	18	3	15	24	0	24	28	13	15
NC_059190.1	4071772	4071773	*	19	0	19	26	0	26	15	0	15	18	0	18	19	10	9	17	0	17	12	0	12	14	0	14	17	0	17	14	0	14	16	0	16	29	1	28	17	1	16	28	0	28	29	0	29	27	0	27	16	0	16	12	0	12	14	0	14	18	0	18
NC_059190.1	4071802	4071803	*	18	0	18	25	0	25	19	0	19	15	0	15	17	10	7	16	0	16	12	0	12	17	0	17	17	0	17	19	0	19	17	0	17	28	0	28	20	1	19	31	0	31	24	0	24	28	0	28	17	0	17	11	0	11	17	0	17	18	0	18
NC_059190.1	4071814	4071815	*	16	0	16	25	1	24	18	0	18	20	0	20	17	9	8	17	0	17	12	0	12	16	0	16	17	0	17	19	0	19	18	0	18	28	0	28	18	0	18	33	0	33	21	0	21	27	0	27	18	0	18	11	0	11	16	1	15	17	0	17
NC_059190.1	4071823	4071824	*	16	0	16	25	1	24	17	1	16	20	0	20	15	8	7	17	1	16	12	0	12	15	0	15	17	0	17	19	0	19	17	0	17	25	0	25	19	0	19	34	0	34	21	0	21	28	0	28	18	0	18	10	0	10	15	1	14	17	0	17
NC_059191.1	4227048	4227049	*	67	0	67	41	2	39	48	0	48	30	0	30	69	5	64	34	0	34	55	7	48	21	0	21	56	0	56	35	0	35	29	0	29	17	0	17	64	7	57	51	0	51	41	0	41	11	0	11	48	4	44	60	0	60	53	0	53	34	1	33
NC_059191.1	4583794	4583795	*	10	0	10	20	0	20	12	0	12	20	0	20	12	4	8	17	1	16	13	0	13	12	0	12	19	0	19	14	0	14	22	0	22	14	0	14	12	0	12	18	0	18	16	0	16	15	0	15	12	0	12	13	0	13	14	0	14	11	0	11
NC_059191.1	7436427	7436428	*	14	0	14	18	0	18	13	0	13	16	0	16	13	12	1	20	0	20	16	0	16	26	0	26	10	0	10	17	8	9	24	0	24	21	0	21	18	1	17	17	0	17	16	16	0	23	0	23	31	0	31	23	0	23	16	0	16	13	0	13
NC_059191.1	7436437	7436438	*	16	0	16	20	0	20	13	0	13	14	0	14	12	11	1	20	0	20	15	0	15	25	0	25	12	0	12	18	10	8	25	0	25	23	0	23	22	0	22	17	0	17	16	15	1	24	0	24	32	0	32	24	0	24	16	0	16	14	0	14
NC_059191.1	7436448	7436449	*	15	0	15	19	1	18	13	0	13	13	0	13	11	10	1	20	0	20	14	0	14	24	0	24	11	1	10	17	9	8	26	0	26	23	0	23	22	0	22	16	0	16	15	14	1	24	0	24	33	0	33	23	0	23	15	0	15	14	0	14
NC_059191.1	9260810	9260811	*	15	0	15	19	1	18	18	0	18	13	0	13	28	15	13	15	0	15	13	0	13	21	0	21	13	0	13	19	0	19	15	1	14	18	0	18	21	0	21	19	0	19	20	1	19	22	0	22	12	0	12	10	0	10	22	0	22	19	0	19
NC_059191.1	9630599	9630600	*	12	0	12	23	1	22	15	1	14	13	0	13	15	4	11	13	0	13	22	0	22	14	0	14	13	1	12	10	0	10	23	1	22	22	2	20	15	0	15	22	5	17	25	0	25	18	0	18	19	0	19	33	0	33	20	0	20	17	2	15
NC_059191.1	9637967	9637968	*	27	0	27	23	0	23	18	1	17	12	0	12	22	5	17	27	0	27	11	0	11	16	0	16	18	0	18	18	0	18	31	0	31	27	1	26	31	0	31	28	1	27	32	0	32	22	0	22	29	0	29	11	0	11	22	0	22	16	0	16
NW_025533118.1	1010595	1010596	*	20	0	20	19	0	19	23	0	23	37	0	37	23	3	20	33	0	33	26	0	26	14	0	14	21	0	21	19	0	19	21	0	21	23	0	23	22	0	22	35	0	35	36	0	36	31	0	31	25	0	25	19	0	19	30	0	30	34	0	34
NW_025533118.1	1010612	1010613	*	19	0	19	17	0	17	28	0	28	41	0	41	24	4	20	34	1	33	30	0	30	16	0	16	22	0	22	22	0	22	22	0	22	23	0	23	22	0	22	36	0	36	37	0	37	30	1	29	25	1	24	19	1	18	30	0	30	37	1	36
NW_025533120.1	178896	178897	*	51	2	49	24	0	24	26	0	26	18	2	16	53	9	44	28	1	27	45	11	34	13	0	13	22	2	20	34	2	32	34	0	34	39	1	38	48	14	34	36	2	34	50	3	47	14	0	14	21	2	19	32	0	32	58	4	54	25	1	24
NW_025533130.1	251838	251839	*	21	1	20	18	1	17	12	1	11	12	0	12	12	4	8	13	1	12	13	0	13	13	0	13	13	0	13	22	3	19	19	0	19	11	0	11	31	3	28	16	0	16	23	2	21	12	0	12	23	3	20	22	0	22	18	0	18	16	3	13
NW_025533136.1	19075	19076	*	48	0	48	22	0	22	18	0	18	27	0	27	26	3	23	25	0	25	23	0	23	14	0	14	46	4	42	33	6	27	32	1	31	23	0	23	45	2	43	24	0	24	46	0	46	37	0	37	32	0	32	12	0	12	24	0	24	30	0	30
NW_025533136.1	19225	19226	*	62	1	61	21	1	20	26	0	26	29	0	29	26	7	19	23	3	20	25	2	23	16	1	15	36	2	34	34	1	33	40	0	40	17	0	17	33	3	30	29	0	29	44	0	44	35	0	35	38	0	38	14	0	14	23	1	22	41	1	40
NW_025533168.1	64731	64732	*	26	0	26	25	0	25	15	0	15	15	1	14	32	3	29	24	0	24	16	7	9	14	0	14	19	0	19	20	1	19	24	0	24	19	0	19	23	0	23	36	0	36	23	0	23	25	2	23	25	0	25	21	0	21	33	0	33	23	0	23
NW_025533169.1	73963	73964	*	52	1	51	29	0	29	29	0	29	17	0	17	36	4	32	14	0	14	32	0	32	36	1	35	13	0	13	41	0	41	26	10	16	23	1	22	10	0	10	51	1	50	42	0	42	17	9	8	31	0	31	28	8	20	45	0	45	22	0	22
NW_025533169.1	75636	75637	*	49	2	47	31	0	31	26	0	26	24	0	24	34	3	31	26	0	26	26	1	25	17	0	17	22	1	21	22	0	22	46	0	46	41	0	41	14	1	13	55	1	54	31	1	30	38	0	38	34	0	34	39	0	39	31	1	30	17	0	17
NW_025533169.1	78124	78125	*	38	0	38	13	0	13	20	0	20	24	0	24	27	7	20	32	0	32	21	0	21	18	0	18	22	0	22	22	0	22	24	0	24	17	0	17	17	0	17	29	0	29	28	1	27	25	1	24	27	1	26	37	0	37	27	0	27	16	1	15
NW_025533332.1	10631	10632	*	31	0	31	21	0	21	29	0	29	21	0	21	35	12	23	27	1	26	24	0	24	24	0	24	23	0	23	22	0	22	20	1	19	33	2	31	35	0	35	32	0	32	28	0	28	18	0	18	30	1	29	38	0	38	33	0	33	26	0	26
NW_025533332.1	10694	10695	*	30	0	30	23	0	23	36	0	36	15	2	13	35	14	21	28	10	18	18	5	13	18	0	18	20	9	11	16	15	1	16	7	9	34	0	34	33	0	33	31	0	31	22	0	22	23	0	23	29	0	29	38	0	38	29	0	29	23	0	23
NW_025533332.1	10887	10888	*	33	0	33	22	0	22	34	1	33	23	0	23	44	8	36	22	12	10	21	9	12	20	0	20	19	6	13	26	8	18	20	15	5	24	0	24	29	0	29	28	0	28	28	0	28	18	0	18	21	0	21	49	0	49	41	0	41	21	0	21
NW_025533332.1	12050	12051	*	22	0	22	24	0	24	24	0	24	15	0	15	46	19	27	25	0	25	21	7	14	22	0	22	17	2	15	23	11	12	13	0	13	17	0	17	37	0	37	35	0	35	25	0	25	23	0	23	23	1	22	33	0	33	25	0	25	21	0	21
NW_025533332.1	12072	12073	*	21	0	21	20	1	19	24	0	24	16	0	16	48	20	28	27	11	16	20	8	12	21	0	21	17	4	13	21	11	10	14	2	12	17	0	17	37	0	37	34	1	33	26	0	26	22	0	22	25	0	25	33	0	33	25	0	25	20	0	20
NW_025533332.1	12136	12137	*	22	2	20	19	1	18	29	0	29	25	1	24	58	21	37	29	12	17	20	6	14	23	0	23	17	4	13	20	8	12	18	14	4	20	0	20	40	4	36	35	0	35	25	0	25	28	0	28	27	0	27	34	0	34	30	0	30	17	0	17
NW_025533332.1	12329	12330	*	42	0	42	32	1	31	36	0	36	29	1	28	34	5	29	21	0	21	21	3	18	31	0	31	18	6	12	16	4	12	21	0	21	26	0	26	29	2	27	36	1	35	41	1	40	29	0	29	18	0	18	37	10	27	32	1	31	20	1	19
NW_025533332.1	12394	12395	*	40	0	40	29	1	28	38	0	38	28	0	28	34	6	28	19	0	19	24	2	22	35	0	35	12	3	9	17	3	14	14	1	13	23	0	23	22	1	21	34	0	34	40	1	39	30	0	30	17	0	17	44	1	43	30	2	28	25	1	24
NW_025533332.1	28473	28474	*	68	0	68	41	1	40	35	0	35	24	0	24	33	3	30	27	0	27	34	0	34	47	0	47	34	1	33	33	1	32	27	3	24	38	0	38	78	1	77	64	2	62	48	4	44	41	4	37	42	1	41	69	3	66	37	3	34	45	2	43
NW_025533332.1	28644	28645	*	42	0	42	39	0	39	38	0	38	23	0	23	35	5	30	37	0	37	32	0	32	34	0	34	23	0	23	36	1	35	20	0	20	33	0	33	69	0	69	58	0	58	40	6	34	36	0	36	38	0	38	56	0	56	30	0	30	48	7	41
NW_025533332.1	28730	28731	*	68	1	67	62	0	62	48	0	48	33	0	33	65	9	56	50	2	48	49	1	48	49	1	48	37	0	37	54	3	51	51	1	50	41	0	41	92	4	88	81	2	79	53	0	53	45	2	43	44	6	38	81	1	80	41	3	38	64	6	58
NW_025533332.1	29222	29223	*	67	1	66	56	1	55	48	0	48	32	1	31	58	9	49	39	0	39	48	0	48	47	1	46	41	2	39	62	0	62	51	1	50	32	0	32	111	10	101	81	8	73	57	2	55	60	0	60	52	0	52	74	1	73	48	1	47	52	2	50
NC_059182.1	347993	347994	*	17	0	17	21	0	21	15	0	15	16	0	16	23	0	23	15	7	8	16	0	16	16	6	10	14	8	6	17	12	5	23	0	23	13	7	6	23	0	23	17	17	0	19	2	17	32	13	19	23	14	9	15	8	7	22	20	2	16	0	16
NC_059182.1	1956872	1956873	*	16	0	16	26	0	26	15	0	15	13	0	13	12	0	12	21	7	14	21	0	21	15	0	15	11	0	11	18	0	18	20	0	20	19	0	19	17	1	16	24	0	24	25	0	25	19	0	19	13	0	13	28	1	27	23	0	23	14	0	14
NC_059182.1	9756107	9756108	*	13	0	13	14	0	14	20	0	20	14	0	14	10	0	10	23	5	18	13	0	13	10	0	10	11	0	11	11	0	11	20	0	20	11	0	11	12	0	12	24	0	24	17	0	17	12	1	11	18	0	18	22	0	22	22	0	22	16	0	16
NC_059182.1	15273061	15273062	*	15	0	15	30	0	30	16	0	16	23	0	23	15	0	15	18	3	15	23	0	23	11	0	11	16	0	16	12	0	12	17	0	17	22	0	22	23	1	22	15	0	15	25	0	25	40	0	40	20	0	20	22	0	22	25	0	25	15	0	15
NC_059182.1	17159421	17159422	*	19	0	19	15	0	15	14	0	14	23	0	23	18	0	18	27	6	21	20	0	20	24	0	24	13	0	13	21	0	21	16	0	16	23	0	23	10	0	10	17	0	17	19	0	19	30	0	30	30	1	29	15	0	15	24	1	23	21	0	21
NC_059182.1	18838514	18838515	*	15	0	15	23	0	23	12	0	12	18	1	17	22	0	22	17	10	7	16	0	16	13	0	13	10	0	10	15	0	15	25	0	25	20	13	7	16	0	16	28	8	20	18	0	18	17	0	17	10	0	10	10	1	9	33	0	33	19	0	19
NC_059183.1	98564	98565	*	16	0	16	22	0	22	20	0	20	19	0	19	21	0	21	15	8	7	13	8	5	10	0	10	15	15	0	15	0	15	13	0	13	19	9	10	15	7	8	22	19	3	16	14	2	19	17	2	15	0	15	11	0	11	20	5	15	13	11	2
NC_059183.1	2035814	2035815	*	20	0	20	22	0	22	22	0	22	19	0	19	12	1	11	32	7	25	13	0	13	21	0	21	17	0	17	20	0	20	20	0	20	19	0	19	25	0	25	13	0	13	19	0	19	24	1	23	17	0	17	33	0	33	14	0	14	24	0	24
NC_059183.1	3066711	3066712	*	69	0	69	62	1	61	33	1	32	51	3	48	49	3	46	54	12	42	52	1	51	31	0	31	33	2	31	41	2	39	54	1	53	28	1	27	58	0	58	66	4	62	97	29	68	34	3	31	63	6	57	53	0	53	73	1	72	61	4	57
NC_059183.1	3066733	3066734	*	64	0	64	59	2	57	29	0	29	45	3	42	48	0	48	55	11	44	49	1	48	35	0	35	34	2	32	42	4	38	57	2	55	30	1	29	59	0	59	61	4	57	90	17	73	38	3	35	68	3	65	50	0	50	73	1	72	63	4	59
NC_059183.1	4520048	4520049	*	25	0	25	17	0	17	14	0	14	15	0	15	10	0	10	11	4	7	16	0	16	14	0	14	15	0	15	20	0	20	24	0	24	20	0	20	19	0	19	12	0	12	23	0	23	23	1	22	21	0	21	20	1	19	13	0	13	27	1	26
NC_059183.1	14304543	14304544	*	13	0	13	13	2	11	14	1	13	10	2	8	12	0	12	14	3	11	13	4	9	17	1	16	11	1	10	13	1	12	17	1	16	16	1	15	12	0	12	14	0	14	18	4	14	20	0	20	21	1	20	22	11	11	20	0	20	10	0	10
NC_059183.1	16075023	16075024	*	19	0	19	15	0	15	16	0	16	14	0	14	14	1	13	17	5	12	14	0	14	13	0	13	15	0	15	16	0	16	17	0	17	19	0	19	15	0	15	17	0	17	17	0	17	14	0	14	15	0	15	19	2	17	17	0	17	20	0	20
NC_059183.1	18099567	18099568	*	20	0	20	20	0	20	18	0	18	22	0	22	12	0	12	12	4	8	16	0	16	15	0	15	15	0	15	20	0	20	22	0	22	18	0	18	25	0	25	24	1	23	24	0	24	24	15	9	17	10	7	16	7	9	25	4	21	16	1	15
NC_059183.1	18386556	18386557	*	20	0	20	14	0	14	15	0	15	15	0	15	15	0	15	17	3	14	10	0	10	18	0	18	13	0	13	25	0	25	14	0	14	29	0	29	29	0	29	18	1	17	22	0	22	20	0	20	16	0	16	24	0	24	21	0	21	19	0	19
NC_059183.1	18441626	18441627	*	22	0	22	14	0	14	14	0	14	14	0	14	21	0	21	17	3	14	17	0	17	23	11	12	19	0	19	21	0	21	23	0	23	21	0	21	25	0	25	15	0	15	21	0	21	19	0	19	25	0	25	20	0	20	25	0	25	21	0	21
NC_059184.1	4160469	4160470	*	34	0	34	37	0	37	25	0	25	22	0	22	14	0	14	44	6	38	35	1	34	18	0	18	27	0	27	26	0	26	29	0	29	29	2	27	39	0	39	30	0	30	26	0	26	30	1	29	29	0	29	13	0	13	24	0	24	31	9	22
NC_059184.1	12325476	12325477	*	17	1	16	18	0	18	18	0	18	19	0	19	20	0	20	16	7	9	19	1	18	17	0	17	13	0	13	18	0	18	16	0	16	18	0	18	17	0	17	17	0	17	24	1	23	21	1	20	17	1	16	10	0	10	20	1	19	14	1	13
NC_059185.1	856204	856205	*	19	0	19	14	0	14	14	0	14	13	0	13	12	0	12	18	9	9	13	0	13	19	0	19	10	0	10	16	0	16	15	0	15	29	0	29	15	0	15	16	0	16	24	0	24	17	2	15	23	0	23	19	0	19	17	0	17	14	0	14
NC_059185.1	1020789	1020790	*	11	0	11	18	0	18	14	0	14	15	0	15	10	0	10	16	3	13	16	1	15	10	0	10	16	0	16	15	1	14	14	0	14	12	0	12	12	0	12	16	0	16	10	0	10	13	3	10	10	0	10	15	0	15	13	0	13	18	0	18
NC_059185.1	3695424	3695425	*	16	0	16	23	0	23	16	0	16	12	0	12	13	0	13	17	3	14	16	0	16	15	0	15	13	0	13	25	1	24	18	0	18	15	0	15	35	1	34	21	1	20	24	0	24	17	0	17	24	0	24	11	0	11	22	0	22	14	0	14
NC_059185.1	3969231	3969232	*	18	0	18	19	0	19	12	0	12	18	0	18	22	0	22	15	7	8	10	0	10	21	0	21	11	0	11	15	0	15	19	0	19	15	2	13	22	0	22	19	0	19	12	0	12	18	0	18	17	0	17	20	0	20	20	0	20	16	0	16
NC_059185.1	10912739	10912740	*	15	0	15	17	0	17	14	1	13	14	0	14	13	2	11	15	11	4	14	0	14	15	3	12	13	1	12	13	0	13	21	12	9	17	2	15	14	0	14	17	1	16	24	13	11	18	4	14	23	2	21	22	1	21	26	0	26	14	3	11
NC_059186.1	11649382	11649383	*	17	0	17	24	0	24	12	0	12	11	0	11	10	0	10	22	10	12	21	1	20	14	10	4	11	0	11	18	1	17	15	0	15	21	0	21	16	0	16	23	13	10	19	0	19	21	12	9	16	0	16	27	12	15	12	1	11	13	0	13
NC_059186.1	11649396	11649397	*	18	0	18	23	1	22	12	0	12	13	1	12	10	0	10	21	11	10	21	1	20	14	10	4	13	0	13	19	4	15	15	2	13	21	2	19	14	1	13	24	13	11	21	0	21	20	15	5	15	0	15	30	13	17	12	6	6	13	0	13
NC_059186.1	11834144	11834145	*	19	0	19	21	0	21	12	0	12	15	0	15	18	0	18	22	9	13	18	0	18	16	0	16	14	0	14	31	0	31	34	0	34	25	12	13	21	0	21	30	0	30	28	0	28	19	0	19	24	0	24	17	2	15	34	0	34	30	0	30
NC_059186.1	11834169	11834170	*	16	0	16	18	0	18	12	0	12	15	0	15	17	0	17	21	9	12	17	0	17	17	1	16	13	0	13	27	0	27	30	0	30	22	12	10	23	0	23	28	0	28	27	0	27	18	0	18	23	0	23	18	0	18	31	0	31	32	1	31
NC_059187.1	1756954	1756955	*	19	0	19	19	1	18	23	0	23	14	0	14	16	1	15	14	8	6	23	2	21	14	5	9	13	0	13	16	0	16	26	0	26	21	0	21	20	0	20	18	0	18	12	1	11	19	2	17	17	0	17	10	0	10	24	0	24	15	0	15
NC_059187.1	3754741	3754742	*	13	0	13	15	2	13	13	0	13	15	0	15	15	0	15	11	3	8	17	0	17	16	7	9	18	0	18	17	0	17	25	1	24	11	2	9	23	0	23	22	0	22	19	0	19	23	0	23	19	0	19	22	1	21	20	0	20	16	1	15
NC_059187.1	4238245	4238246	*	13	0	13	21	2	19	22	2	20	15	1	14	12	0	12	21	4	17	11	4	7	13	2	11	17	1	16	24	1	23	18	2	16	15	0	15	22	0	22	19	1	18	22	3	19	14	6	8	22	1	21	11	10	1	22	0	22	20	0	20
NC_059187.1	4361581	4361582	*	13	0	13	18	0	18	12	0	12	14	0	14	21	0	21	19	7	12	15	6	9	16	0	16	14	0	14	14	0	14	14	0	14	22	0	22	16	0	16	18	6	12	25	23	2	23	0	23	18	0	18	11	7	4	19	7	12	17	0	17
NC_059187.1	5122984	5122985	*	37	0	37	26	0	26	30	0	30	26	0	26	22	0	22	33	3	30	15	0	15	19	0	19	39	0	39	46	0	46	58	1	57	46	0	46	49	0	49	49	1	48	33	0	33	41	1	40	39	0	39	32	0	32	41	0	41	38	0	38
NC_059187.1	5609713	5609714	*	24	0	24	30	0	30	20	0	20	17	0	17	20	1	19	17	7	10	19	8	11	10	0	10	20	0	20	18	0	18	26	0	26	34	0	34	29	1	28	30	0	30	31	0	31	25	0	25	25	2	23	10	1	9	25	0	25	22	0	22
NC_059187.1	5609757	5609758	*	19	0	19	26	0	26	20	0	20	19	0	19	15	0	15	17	3	14	20	0	20	10	0	10	21	0	21	18	0	18	27	0	27	34	0	34	31	0	31	29	0	29	30	0	30	24	0	24	25	0	25	10	0	10	34	1	33	30	0	30
NC_059189.1	487654	487655	*	13	0	13	19	0	19	13	1	12	11	0	11	12	0	12	29	15	14	13	0	13	21	0	21	19	0	19	20	1	19	22	0	22	20	0	20	19	0	19	28	1	27	16	0	16	19	0	19	15	0	15	11	0	11	22	0	22	26	0	26
NC_059189.1	1551884	1551885	*	18	0	18	25	0	25	22	0	22	16	0	16	14	0	14	20	3	17	15	3	12	23	0	23	16	0	16	12	0	12	18	0	18	14	0	14	11	0	11	15	0	15	24	0	24	16	0	16	25	0	25	26	0	26	22	2	20	20	0	20
NC_059189.1	2027868	2027869	*	22	0	22	29	0	29	22	0	22	17	2	15	11	1	10	23	3	20	24	8	16	13	1	12	12	1	11	23	13	10	20	0	20	16	1	15	25	1	24	19	4	15	24	3	21	18	7	11	19	2	17	12	1	11	29	5	24	14	4	10
NC_059189.1	3694778	3694779	*	15	0	15	15	0	15	13	0	13	18	0	18	16	0	16	16	4	12	15	0	15	15	0	15	15	10	5	16	0	16	19	0	19	22	0	22	20	0	20	22	0	22	28	11	17	20	0	20	17	0	17	14	0	14	13	0	13	17	0	17
NC_059189.1	5720742	5720743	*	20	0	20	18	0	18	12	0	12	10	0	10	18	1	17	19	7	12	15	6	9	17	0	17	14	0	14	13	0	13	16	0	16	15	11	4	22	0	22	16	0	16	18	0	18	14	14	0	29	12	17	24	12	12	13	0	13	19	0	19
NC_059189.1	6538158	6538159	*	36	0	36	35	1	34	17	0	17	15	0	15	23	0	23	32	4	28	15	0	15	28	0	28	25	0	25	33	0	33	34	0	34	26	3	23	39	0	39	36	2	34	32	0	32	28	0	28	33	3	30	10	0	10	25	10	15	24	0	24
