"","recovery_0_1","recovery_0_2","recovery_0_4","recovery_1_2","recovery_2_1","recovery_2_5_9","recovery_2_5_11","recovery_3_5_1","recovery_3_5_2","recovery_3_5_15","recovery_3_6","pesticide_6_2","pesticide_6_3","pesticide_7_3","pesticide_7_5","pesticide_7_5_4","pesticide_8_5_3","pesticide_9_5_1","pesticide_9_5_3","pesticide_9_6","pesticide_9_20","eutrophic_12_3","eutrophic_12_4","eutrophic_12_5_1","eutrophic_13_1","eutrophic_13_2","eutrophic_13_3","eutrophic_13_5_1","eutrophic_14_5_1","eutrophic_15_5_1"
"NC_059188.1.9811383.9811384",0,0,0,0,0,0,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,10.7142857142857,0,0,0,0,0,0,0,0,0,0
"NC_059188.1.12981721.12981722",0,0,0,0,0,0,5.55555555555556,0,0,0,6.66666666666667,0,0,0,5.88235294117647,0,0,0,0,50,5.55555555555556,0,0,0,0,0,0,0,6.66666666666667,0
"NC_059189.1.1798666.1798667",0,0,0,0,5.55555555555556,0,0,0,0,0,9.09090909090909,0,3.57142857142857,0,0,0,0,0,0,46.1538461538462,0,0,8.33333333333333,0,0,0,0,0,0,0
"NC_059189.1.2570382.2570383",0,0,0,0,5.88235294117647,0,0,0,0,0,0,2.77777777777778,0,0,2.56410256410256,0,0,0,0,9.09090909090909,0,0,0,0,2.63157894736842,0,0,6.66666666666667,0,0
"NC_059189.1.7440810.7440811",0,0,0,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,25,0,0,0,0,3.7037037037037,0,0,0,0,0
"NC_059189.1.7507771.7507772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.26315789473684,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0
"NC_059190.1.3064350.3064351",0,0,5.88235294117647,0,0,0,0,0,0,0,5.26315789473684,4.34782608695652,0,0,3.7037037037037,0,0,0,0,13.6363636363636,0,0,0,0,0,0,0,0,0,26.3157894736842
"NC_059191.1.592191.592192",0,0,0,0,2.94117647058824,0,8.33333333333333,0,0,0,0,0,0,0,3.44827586206897,0,0,0,0,33.3333333333333,0,0,3.84615384615385,0,0,0,0,0,0,0
"NC_059191.1.990074.990075",0,0,0,0,0,6.25,0,0,0,8,0,0,8.33333333333333,0,3.125,0,10,0,0,12.5,0,0,3.84615384615385,0,0,5.88235294117647,8.69565217391304,5.26315789473684,4.16666666666667,0
"NC_059191.1.5366251.5366252",0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,6.25,0,0,0,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0,0,0
"NW_025533130.1.225550.225551",2.32558139534884,0,0,0,3.57142857142857,0,3.44827586206897,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,36,0,0,0,0,3.44827586206897,5,25.8064516129032,0,3.03030303030303,0
"NW_025533130.1.232517.232518",0,7.69230769230769,10.5263157894737,0,5.88235294117647,0,0,0,5.26315789473684,0,4.76190476190476,0,0,0,0,0,0,0,2.85714285714286,29.4117647058824,5.12820512820513,3.57142857142857,2.85714285714286,0,2.56410256410256,0,0,26.9230769230769,0,9.52380952380952
"NW_025533136.1.19586.19587",0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,4.34782608695652,0,0,25,0,10,0,0,0,0,0,0,0,4.54545454545455
"NW_025533263.1.33106.33107",1.61290322580645,0,0,0,4.16666666666667,5.40540540540541,0,0,5.55555555555556,8.57142857142857,1.69491525423729,3.84615384615385,2.17391304347826,0,6.66666666666667,8.33333333333333,5.66037735849057,1.44927536231884,1.5625,7.2289156626506,3.57142857142857,4.76190476190476,6.32911392405063,10.9375,4,2.85714285714286,1.88679245283019,8,2.46913580246914,1.61290322580645
"NW_025533332.1.10460.10461",0,0,0,0,2.27272727272727,2.7027027027027,0,0,3.44827586206897,0,2.85714285714286,0,0,0,0,0,0,0,4.16666666666667,23.3333333333333,0,3.33333333333333,0,0,0,0,0,0,0,0
"NC_059182.1.755882.755883",0,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,3.44827586206897,0,0,0,2.89855072463768,0,19.047619047619,21.0526315789474,0,0,0,0,0,0,0,0
"NC_059182.1.12161512.12161513",5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,0,4.54545454545455,0,0,0,0,13.0434782608696,0,0,0,0,0,0,0,0,0
"NC_059182.1.13058617.13058618",7.69230769230769,0,0,0,0,0,5.55555555555556,9.52380952380952,0,4.76190476190476,10,0,0,0,6.45161290322581,0,0,0,0,0,15.3846153846154,0,14.2857142857143,4.76190476190476,0,0,0,0,0,0
"NC_059182.1.18087701.18087702",0,0,0,0,0,0,0,0,0,0,0,2.56410256410256,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"NC_059183.1.467896.467897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,44.4444444444444,0,0,0,0,0,0,0,0,0
"NC_059183.1.467908.467909",0,0,0,0,0,0,0,0,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,42.3076923076923,0,5,0,0,0,0,12.5,0,0
"NC_059183.1.3374791.3374792",0,0,0,0,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"NC_059183.1.11941199.11941200",0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3636363636364,0,0,0,0,0,0,0,0,0
"NC_059183.1.12511178.12511179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7037037037037,0,0,11.5384615384615,0,0,0,0,0,0,0,0,0
"NC_059184.1.2226270.2226271",0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,0,0,0,0,0,0,0,9.67741935483871,0,0,0,0,0,0,5,0,0
"NC_059184.1.2745289.2745290",0,0,0,0,0,0,0,8.33333333333333,0,0,0,5,0,0,4,0,0,0,0,0,10.7142857142857,0,0,0,0,0,0,0,0,0
"NC_059184.1.9498208.9498209",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,9.67741935483871,0,0,0,0,0,2.7027027027027,0,0,2.94117647058824
"NC_059184.1.11529608.11529609",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8571428571429,10,0,0,0,0,0,0,0,0
"NC_059184.1.12774438.12774439",0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,5.55555555555556,5.26315789473684,0,7.14285714285714,0,0,58.3333333333333,0,0,0,0,0,0,0,0,0
"NC_059184.1.13195746.13195747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6470588235294,0,0,0,0,0,0,0,0,0
"NC_059185.1.12579197.12579198",0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,9.09090909090909,0,0,0,0,2.12765957446809,0,15.3846153846154,0,8.69565217391304
"NC_059186.1.10584238.10584239",0,0,0,0,0,0,0,0,0,0,0,0,5.26315789473684,0,0,3.44827586206897,0,0,0,0,11.5384615384615,0,0,0,0,4.76190476190476,0,0,5.88235294117647,0
"NC_059186.1.11673059.11673060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,33.3333333333333,0,0,0,0,7.69230769230769,0,0,0,0
"NC_059186.1.11673111.11673112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0
"NC_059186.1.11673122.11673123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,16.6666666666667,0,0,0,0,0,6.66666666666667,0,0,0
"NC_059187.1.1653121.1653122",0,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,6.66666666666667,0,0,0
"NC_059187.1.6656139.6656140",0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,5.26315789473684,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,25.6410256410256,0,0,4
"NC_059187.1.6656309.6656310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1764705882353,0,0,0,0,6.25,0,2.77777777777778,0,0
"NC_059187.1.8853859.8853860",0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,0,0,0,0,0,0,17.6470588235294,0,0,0,0,0,0,0,0,0
"NC_059188.1.11964697.11964698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77777777777778,0,15,0,0,0,0,0,0,0,4.16666666666667,0
"NC_059189.1.775102.775103",0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,3.44827586206897,0,35.2941176470588,0,0,4.54545454545455,0,0,0,0,0,7.14285714285714
"NC_059189.1.1790903.1790904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,4.54545454545455,0,0,0,0
"NC_059189.1.7537653.7537654",0,0,0,0,5,0,0,0,0,0,4.54545454545455,0,0,4.54545454545455,2.4390243902439,0,0,4.16666666666667,7.69230769230769,0,9.375,0,0,3.84615384615385,0,0,0,0,0,0
"NC_059189.1.8755758.8755759",0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,2.94117647058824,0,0,0,11.5384615384615,0,0,10.5263157894737,0,3.57142857142857,0,0,0,0
"NC_059190.1.89137.89138",0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,11.5384615384615,0,0,0,0,0,0,0,0,0
"NC_059191.1.9017257.9017258",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4827586206897,0,0,0,4.34782608695652,0,0,0,0,0
"NW_025533332.1.28528.28529",0,4.34782608695652,0,0,6.66666666666667,0,0,0,0,0,2.94117647058824,5.12820512820513,0,0,0,3.33333333333333,3.44827586206897,0,1.75438596491228,0,30,0,0,5.40540540540541,0,3.2258064516129,0,3.92156862745098,3.57142857142857,3.33333333333333
"NC_059182.1.755820.755821",0,5,0,0,0,0,0,0,0,0,0,0,0,5,3.57142857142857,0,0,0,0,0,0,25.7142857142857,0,0,0,0,0,2.7027027027027,0,0
"NC_059182.1.11380842.11380843",6.25,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,13.3333333333333,0,0,0,33.3333333333333,0,0,0,0,3.7037037037037,0,0,0
"NC_059182.1.14052588.14052589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,25,0,0,0,0,5,0,0,0
"NC_059182.1.14052597.14052598",0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,5.55555555555556,0,0
"NC_059182.1.14566485.14566486",0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10.3448275862069,0,0,0,0,0,0,0,0
"NC_059183.1.1730640.1730641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"NC_059183.1.1736919.1736920",0,0,0,0,0,0,0,0,0,0,11.7647058823529,0,0,0,0,0,0,6.25,0,0,3.84615384615385,10.7142857142857,0,0,0,0,0,0,0,0
"NC_059183.1.4445639.4445640",0,0,0,0,0,0,0,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4.76190476190476,0,0,0,0
"NC_059183.1.4975097.4975098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,15.7894736842105,0,0,0,0,0,0,0,0
"NC_059183.1.7862863.7862864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,13.0434782608696,0,0,0,0,0,0,0,0
"NC_059184.1.4460784.4460785",0,0,0,0,0,6.66666666666667,0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,56.25,0,0,4.54545454545455,0,0,0,0,0
"NC_059184.1.7662998.7662999",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4.16666666666667,0,0,0
"NC_059185.1.2126608.2126609",0,0,0,0,0,0,5.26315789473684,0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0
"NC_059185.1.3289931.3289932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,0,0,0,16.6666666666667,0,0,0,0,0,0,0,0
"NC_059185.1.3965627.3965628",6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,4.76190476190476,0,0,0,0
"NC_059186.1.3940644.3940645",0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,5.26315789473684,0,0,0,0,0,0,17.6470588235294,0,0,0,0,0,0,0,0
"NC_059187.1.2674453.2674454",2.94117647058824,5.55555555555556,0,0,0,0,0,0,0,0,7.69230769230769,0,0,4.76190476190476,0,3.33333333333333,0,0,3.7037037037037,0,0,23.0769230769231,0,0,2.38095238095238,2.85714285714286,0,0,0,0
"NC_059187.1.3867808.3867809",0,0,0,0,0,0,0,7.14285714285714,0,0,6.25,0,0,0,2.56410256410256,0,0,0,0,0,0,36.3636363636364,0,3.44827586206897,0,7.40740740740741,11.1111111111111,43.75,0,3.84615384615385
"NC_059187.1.6653706.6653707",0,0,0,0,0,0,0,0,9.09090909090909,0,0,0,5.55555555555556,3.44827586206897,0,0,0,0,0,0,0,40,0,0,0,0,0,7.69230769230769,3.7037037037037,0
"NC_059187.1.7913698.7913699",0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,4.76190476190476,0,0,0,0,0,0,46.1538461538462,0,0,6.89655172413793,0,0,0,0,0
"NC_059187.1.7913707.7913708",0,7.69230769230769,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1538461538462,0,0,0,0,0,0,0,0
"NC_059187.1.8008994.8008995",0,0,0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,11.5384615384615,0,0,4.34782608695652,0,0,0,0,0
"NC_059188.1.1150993.1150994",0,18.1818181818182,0,0,0,0,0,0,0,0,0,5.55555555555556,0,6.25,0,5.26315789473684,0,5,0,0,0,72.2222222222222,0,6.25,15,0,0,5.26315789473684,0,44.4444444444444
"NC_059188.1.10362188.10362189",0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,4.54545454545455,5.26315789473684,0,0,0,0,0,0,19.047619047619,0,6.66666666666667,0,0,0,16.6666666666667,0,0
"NC_059189.1.6390158.6390159",5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,0,21.4285714285714,0,0,0,4.76190476190476,0,0,0,0
"NC_059190.1.1156222.1156223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69230769230769,0,0,4.76190476190476,3.125,29.4117647058824,0,0,0,4.76190476190476,0,6.66666666666667,0,0
"NC_059191.1.5464058.5464059",0,2.94117647058824,0,0,0,0,0,0,0,0,3.44827586206897,0,0,0,0,0,0,0,0,0,0,32,0,3.57142857142857,0,0,0,0,0,0
"NW_025533214.1.15207.15208",0,0,0,0,0,0,3.125,0,0,0,1.92307692307692,0,0,0,0,3.44827586206897,0,0,0,0,0,10.8695652173913,4.76190476190476,0,1.66666666666667,0,0,0,2.17391304347826,0
"NW_025533322.1.19429.19430",0,0,2.32558139534884,4.54545454545455,0,2.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38095238095238,0,15.7894736842105,2.63157894736842,3.7037037037037,0,0,4.44444444444444,2.27272727272727,2.77777777777778,0
"NC_059182.1.2299981.2299982",0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4.76190476190476,4.54545454545455,3.57142857142857,0,0,0,0
"NC_059182.1.5603142.5603143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26315789473684,0,0,0,12,0,0,5.88235294117647,43.4782608695652,0,3.84615384615385,0
"NC_059182.1.6320186.6320187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,0,68.4210526315789,0,0,0,0,0,0,0
"NC_059182.1.7587016.7587017",0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,9.375,0,0,0,4.76190476190476,0,0,0
"NC_059182.1.12036019.12036020",0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,5,0,0,0,2.27272727272727,0,0,0,10,0,0,0,0,0,0,10.5263157894737
"NC_059182.1.15543647.15543648",0,0,0,0,0,0,0,0,0,0,5.26315789473684,0,0,0,0,0,0,0,0,0,0,4.34782608695652,18.1818181818182,0,0,0,0,0,0,0
"NC_059183.1.1350775.1350776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,10,0,0,0,0,0,0,0
"NC_059183.1.8606011.8606012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,42.1052631578947,0,0,6.25,0,0,0,0
"NC_059183.1.16516170.16516171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7142857142857,0,0,0,0,0,0,0
"NC_059183.1.16657359.16657360",0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,4.54545454545455,0,0,3.7037037037037,9.09090909090909,0,0,12.5,0,0,0,0,0,0,0
"NC_059184.1.3472669.3472670",0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7142857142857,3.57142857142857,0,4.76190476190476,0,0,0,0
"NC_059185.1.1167193.1167194",0,5,3.7037037037037,0,0,0,0,0,0,5.88235294117647,11.1111111111111,0,5,0,0,0,0,0,0,0,0,3.57142857142857,29.1666666666667,4.54545454545455,0,7.69230769230769,75,0,0,0
"NC_059185.1.1167202.1167203",0,9.52380952380952,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,39.1304347826087,8.69565217391304,0,10.7142857142857,84.6153846153846,0,3.57142857142857,0
"NC_059185.1.1167205.1167206",0,8.33333333333333,4,0,0,0,0,0,0,0,9.09090909090909,4.76190476190476,0,5,8,0,0,0,0,0,4.16666666666667,3.2258064516129,34.7826086956522,8.69565217391304,0,9.67741935483871,80.7692307692308,0,3.33333333333333,0
"NC_059186.1.5012782.5012783",7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3448275862069,11.7647058823529,0,0,0,0,0,0
"NC_059186.1.10414679.10414680",0,0,0,0,0,0,0,0,0,0,0,3.44827586206897,0,5.26315789473684,0,0,0,0,0,0,0,0,16.6666666666667,0,0,3.2258064516129,0,0,0,0
"NC_059187.1.3245362.3245363",0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5384615384615,0,5,0,0,3.84615384615385,0,0
"NC_059187.1.5121361.5121362",0,0,0,0,0,0,0,0,0,0,6.25,0,0,5.71428571428571,0,0,0,0,0,0,0,0,9.67741935483871,0,6.45161290322581,0,0,0,0,0
"NC_059187.1.5741644.5741645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6363636363636,0,0,4.16666666666667,0,0,4.76190476190476,0
"NC_059187.1.6489874.6489875",0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,11.1111111111111,0,0,6.66666666666667,0,10,0,0
"NC_059187.1.6653770.6653771",0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,4,0,0,0,0,0,0,0,0,19.3548387096774,6.66666666666667,0,0,0,0,0,0
"NC_059188.1.742106.742107",0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,5,0,4.16666666666667,0,0,0,0,0,0,0,71.4285714285714,0,0,0,6.66666666666667,0,0,0
"NC_059188.1.1144442.1144443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,14.8148148148148,0,0,0,0,0,3.44827586206897,0
"NC_059189.1.6226684.6226685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
"NC_059189.1.7542483.7542484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,15.7894736842105,0,50,0,0,0,0,0
"NC_059189.1.7962221.7962222",0,0,0,0,7.14285714285714,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,56.25,0,0,0,0,0,0,6.25
"NC_059190.1.4646734.4646735",0,0,5.55555555555556,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,27.2727272727273,0,0,0,0,2.38095238095238,0,0
"NC_059191.1.4787941.4787942",0,0,0,0,0,0,0,5,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,11.5384615384615,0,0,0,0,0,0,0
"NC_059191.1.6882299.6882300",0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44827586206897,0,0,0,14.2857142857143,0,0,0,0,0,0,0
"NC_059191.1.7993173.7993174",0,0,0,0,0,5.55555555555556,0,0,0,5,0,0,0,0,8.69565217391304,3.125,0,0,0,0,0,0,11.1111111111111,0,0,0,6.25,2.22222222222222,0,0
"NW_025533118.1.387614.387615",0,0,0,0,0,0,0,0,0,3.03030303030303,0,0,1.75438596491228,0,2.89855072463768,0,0,0,0,0,0,0,10.5263157894737,2.5974025974026,0,0,1.49253731343284,0,0,0
"NW_025533118.1.387666.387667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,3.7037037037037,0,0,0,11.5384615384615,1.81818181818182,1.0989010989011,12.5,5.66037735849057,5,0,0
"NW_025533118.1.466867.466868",0,2.17391304347826,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,0,0,0,0,2.08333333333333,0,0
"NW_025533169.1.76407.76408",0,0,7.31707317073171,0,0,0,0,2.38095238095238,0,0,0,0,2.63157894736842,0,0,0,0,0,0,0,1.58730158730159,0,46.1538461538462,0,0,31.25,0,0,0,0
"NW_025533332.1.12307.12308",2.32558139534884,0,0,2.94117647058824,0,0,8.33333333333333,0,0,2.32558139534884,4.08163265306122,3.57142857142857,0,0,4.54545454545455,5.55555555555556,5,0,7.89473684210526,0,0,0,11.4285714285714,2.56410256410256,2.32558139534884,0,5.55555555555556,27.5862068965517,2.77777777777778,10
"NC_059182.1.1672709.1672710",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4.76190476190476,0,0,0,12.5,0,0,0,0,0,0
"NC_059182.1.11381271.11381272",0,0,0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,6.45161290322581,0,0,0,0,0,0,0,0,21.875,0,0,3.84615384615385,2.5,0,0
"NC_059182.1.14086130.14086131",0,0,0,0,0,0,0,2.56410256410256,0,0,0,0,3.84615384615385,0,0,0,0,0,0,4,0,0,0,25.8064516129032,0,0,0,0,0,0
"NC_059182.1.14086180.14086181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,30.7692307692308,0,0,0,0,0,0
"NC_059182.1.14784662.14784663",0,0,0,0,0,0,0,0,0,0,3.7037037037037,6.66666666666667,0,0,0,0,0,0,0,0,0,0,3.84615384615385,10.3448275862069,0,0,0,6.66666666666667,5.88235294117647,0
"NC_059182.1.15398758.15398759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0
"NC_059183.1.12286522.12286523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7894736842105,0,0,0,0,0,0
"NC_059183.1.12340985.12340986",0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"NC_059183.1.15916833.15916834",0,6.66666666666667,0,0,0,0,0,0,0,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,3.7037037037037,0,0,0,0,0
"NC_059183.1.17221476.17221477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,0,2.7027027027027,0,0,0,4.16666666666667,48,0,0,0,0,4,0
"NC_059184.1.568060.568061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,13.0434782608696,0,0,0,0,0,0
"NC_059184.1.1353421.1353422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0
"NC_059184.1.2790690.2790691",0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,0,0,26.3157894736842,0,0,0,0,0,3.84615384615385
"NC_059184.1.5881977.5881978",0,0,0,4.76190476190476,0,0,0,0,0,6.66666666666667,0,0,0,0,4.34782608695652,0,0,5.26315789473684,0,0,0,4.54545454545455,0,11.5384615384615,4.34782608695652,0,0,6.25,0,0
"NC_059184.1.8396223.8396224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4545454545455,0,0,0,0,0,0
"NC_059184.1.11443794.11443795",0,0,0,0,0,0,0,0,0,0,0,0,0,4.34782608695652,0,0,0,0,0,0,0,0,0,14.2857142857143,0,5.26315789473684,0,0,0,0
"NC_059185.1.1060918.1060919",0,5,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,0,0,0,0,0,4.54545454545455,0,0,13.0434782608696,0,0,0,0,0,0
"NC_059185.1.1175722.1175723",0,0,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8571428571429,0,0,0,0,0,0
"NC_059185.1.3134711.3134712",0,0,0,0,0,0,0,0,0,0,4.76190476190476,5.88235294117647,4.34782608695652,0,3.57142857142857,7.69230769230769,0,5.88235294117647,0,4.76190476190476,0,0,3.7037037037037,9.09090909090909,0,7.40740740740741,3.33333333333333,0,0,0
"NC_059185.1.4314879.4314880",0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,2.77777777777778,10.3448275862069,0,8.33333333333333,0,0,0,0
"NC_059185.1.10480761.10480762",0,0,0,0,0,3.03030303030303,0,0,0,0,0,0,3.44827586206897,0,0,0,0,0,3.125,0,0,0,0,15,0,0,0,0,0,0
"NC_059185.1.11947878.11947879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8148148148148,0,0,0,0,0,0
"NC_059185.1.13203827.13203828",0,0,0,0,0,0,0,0,0,6.66666666666667,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,41.1764705882353,3.84615384615385,42.8571428571429,4,0,0,0
"NC_059185.1.13237462.13237463",0,0,0,0,0,0,0,4,0,8.33333333333333,0,0,0,0,0,0,0,0,5,0,0,0,0,63.6363636363636,0,6.66666666666667,0,0,0,0
"NC_059186.1.7279176.7279177",0,4.76190476190476,0,0,5.55555555555556,0,0,0,0,0,0,0,0,5.55555555555556,3.7037037037037,4,0,0,6.66666666666667,3.2258064516129,0,0,0,17.6470588235294,0,4.54545454545455,0,0,0,0
