"","seqid","source","type","start","end","score","strand","phase","attributes"
"165714.1","NC_059185.1","Gnomon","exon",11589111,11589651,".","-",".","ID=exon-XM_045172427.1-17;Parent=rna-XM_045172427.1;Dbxref=GeneID:116920786,Genbank:XM_045172427.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920786;product=5-3 exoribonuclease 1%2C transcript variant X2;transcript_id=XM_045172427.1"
"165731.1","NC_059185.1","Gnomon","CDS",11589220,11589651,".","-","0","ID=cds-XP_045028362.1;Parent=rna-XM_045172427.1;Dbxref=GeneID:116920786,Genbank:XP_045028362.1;Name=XP_045028362.1;gbkey=CDS;gene=LOC116920786;product=5-3 exoribonuclease 1 isoform X2;protein_id=XP_045028362.1"
"165732.1","NC_059185.1","Gnomon","mRNA",11589111,11595478,".","-",".","ID=rna-XM_032926896.2;Parent=gene-LOC116920786;Dbxref=GeneID:116920786,Genbank:XM_032926896.2;Name=XM_032926896.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920786;model_evidence=Supporting evidence includes similarity to: 15 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 134 samples with support for all annotated introns;product=5-3 exoribonuclease 1%2C transcript variant X1;transcript_id=XM_032926896.2"
"165748.1","NC_059185.1","Gnomon","exon",11589111,11589651,".","-",".","ID=exon-XM_032926896.2-16;Parent=rna-XM_032926896.2;Dbxref=GeneID:116920786,Genbank:XM_032926896.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920786;product=5-3 exoribonuclease 1%2C transcript variant X1;transcript_id=XM_032926896.2"
"165764.1","NC_059185.1","Gnomon","CDS",11589220,11589651,".","-","0","ID=cds-XP_032782787.2;Parent=rna-XM_032926896.2;Dbxref=GeneID:116920786,Genbank:XP_032782787.2;Name=XP_032782787.2;gbkey=CDS;gene=LOC116920786;product=5-3 exoribonuclease 1 isoform X1;protein_id=XP_032782787.2"
"260306","NC_059189.1","Gnomon","gene",5358126,5363563,".","+",".","ID=gene-LOC116928686;Dbxref=GeneID:116928686;Name=LOC116928686;gbkey=Gene;gene=LOC116928686;gene_biotype=protein_coding"
"260307","NC_059189.1","Gnomon","mRNA",5358126,5363563,".","+",".","ID=rna-XM_045178135.1;Parent=gene-LOC116928686;Dbxref=GeneID:116928686,Genbank:XM_045178135.1;Name=XM_045178135.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116928686;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 72 samples with support for all annotated introns;product=embryonic protein DC-8%2C transcript variant X2;transcript_id=XM_045178135.1"
"260371","NC_059189.1","Gnomon","mRNA",5358284,5363563,".","+",".","ID=rna-XM_045178134.1;Parent=gene-LOC116928686;Dbxref=GeneID:116928686,Genbank:XM_045178134.1;Name=XM_045178134.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116928686;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 80 samples with support for all annotated introns;product=embryonic protein DC-8%2C transcript variant X1;transcript_id=XM_045178134.1"
"260434","NC_059189.1","Gnomon","mRNA",5358284,5363563,".","+",".","ID=rna-XM_045178137.1;Parent=gene-LOC116928686;Dbxref=GeneID:116928686,Genbank:XM_045178137.1;Name=XM_045178137.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116928686;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 56 samples with support for all annotated introns;product=embryonic protein DC-8%2C transcript variant X4;transcript_id=XM_045178137.1"
"260495","NC_059189.1","Gnomon","mRNA",5358284,5363563,".","+",".","ID=rna-XM_045178136.1;Parent=gene-LOC116928686;Dbxref=GeneID:116928686,Genbank:XM_045178136.1;Name=XM_045178136.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116928686;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 8 samples with support for all annotated introns;product=embryonic protein DC-8%2C transcript variant X3;transcript_id=XM_045178136.1"
"1.33","NC_059182.1","RefSeq","region",1,19099978,".","+",".","ID=NC_059182.1:1..19099978;Dbxref=taxon:35525;Name=LG1;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG1;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"6737","NC_059182.1","Gnomon","gene",1063739,1073643,".","+",".","ID=gene-LOC116918610;Dbxref=GeneID:116918610;Name=LOC116918610;gbkey=Gene;gene=LOC116918610;gene_biotype=protein_coding"
"6738","NC_059182.1","Gnomon","mRNA",1063739,1073643,".","+",".","ID=rna-XM_032924353.2;Parent=gene-LOC116918610;Dbxref=GeneID:116918610,Genbank:XM_032924353.2;Name=XM_032924353.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116918610;model_evidence=Supporting evidence includes similarity to: 15 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 143 samples with support for all annotated introns;product=long-chain-fatty-acid--CoA ligase ACSBG2%2C transcript variant X2;transcript_id=XM_032924353.2"
"6758","NC_059182.1","Gnomon","exon",1073130,1073643,".","+",".","ID=exon-XM_032924353.2-20;Parent=rna-XM_032924353.2;Dbxref=GeneID:116918610,Genbank:XM_032924353.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116918610;product=long-chain-fatty-acid--CoA ligase ACSBG2%2C transcript variant X2;transcript_id=XM_032924353.2"
"6777","NC_059182.1","Gnomon","mRNA",1066967,1073643,".","+",".","ID=rna-XM_045167103.1;Parent=gene-LOC116918610;Dbxref=GeneID:116918610,Genbank:XM_045167103.1;Name=XM_045167103.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116918610;model_evidence=Supporting evidence includes similarity to: 15 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 133 samples with support for all annotated introns;product=long-chain-fatty-acid--CoA ligase ACSBG2%2C transcript variant X1;transcript_id=XM_045167103.1"
"6797","NC_059182.1","Gnomon","exon",1073130,1073643,".","+",".","ID=exon-XM_045167103.1-20;Parent=rna-XM_045167103.1;Dbxref=GeneID:116918610,Genbank:XM_045167103.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116918610;product=long-chain-fatty-acid--CoA ligase ACSBG2%2C transcript variant X1;transcript_id=XM_045167103.1"
"6816","NC_059182.1","Gnomon","mRNA",1066967,1073643,".","+",".","ID=rna-XM_032924344.2;Parent=gene-LOC116918610;Dbxref=GeneID:116918610,Genbank:XM_032924344.2;Name=XM_032924344.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116918610;model_evidence=Supporting evidence includes similarity to: 15 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 113 samples with support for all annotated introns;product=long-chain-fatty-acid--CoA ligase ACSBG2%2C transcript variant X3;transcript_id=XM_032924344.2"
"6836","NC_059182.1","Gnomon","exon",1073130,1073643,".","+",".","ID=exon-XM_032924344.2-20;Parent=rna-XM_032924344.2;Dbxref=GeneID:116918610,Genbank:XM_032924344.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116918610;product=long-chain-fatty-acid--CoA ligase ACSBG2%2C transcript variant X3;transcript_id=XM_032924344.2"
"111857.21","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"113096","NC_059185.1","Gnomon","gene",148863,149635,".","-",".","ID=gene-LOC116921852;Dbxref=GeneID:116921852;Name=LOC116921852;gbkey=Gene;gene=LOC116921852;gene_biotype=protein_coding"
"113097","NC_059185.1","Gnomon","mRNA",148863,149635,".","-",".","ID=rna-XM_032928222.2;Parent=gene-LOC116921852;Dbxref=GeneID:116921852,Genbank:XM_032928222.2;Name=XM_032928222.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921852;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=mitochondrial import inner membrane translocase subunit Tim8%2C transcript variant X1;transcript_id=XM_032928222.2"
"113105","NC_059185.1","Gnomon","mRNA",148863,149635,".","-",".","ID=rna-XM_045173208.1;Parent=gene-LOC116921852;Dbxref=GeneID:116921852,Genbank:XM_045173208.1;Name=XM_045173208.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921852;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 83 samples with support for all annotated introns;product=mitochondrial import inner membrane translocase subunit Tim8%2C transcript variant X3;transcript_id=XM_045173208.1"
"113113","NC_059185.1","Gnomon","mRNA",148863,149635,".","-",".","ID=rna-XM_032928223.2;Parent=gene-LOC116921852;Dbxref=GeneID:116921852,Genbank:XM_032928223.2;Name=XM_032928223.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921852;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 103 samples with support for all annotated introns;product=mitochondrial import inner membrane translocase subunit Tim8%2C transcript variant X2;transcript_id=XM_032928223.2"
"113114","NC_059185.1","Gnomon","exon",149442,149635,".","-",".","ID=exon-XM_032928223.2-1;Parent=rna-XM_032928223.2;Dbxref=GeneID:116921852,Genbank:XM_032928223.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116921852;product=mitochondrial import inner membrane translocase subunit Tim8%2C transcript variant X2;transcript_id=XM_032928223.2"
"183224.13","NC_059186.1","RefSeq","region",1,12546303,".","+",".","ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"213029","NC_059186.1","Gnomon","gene",8620281,8623115,".","-",".","ID=gene-LOC116922836;Dbxref=GeneID:116922836;Name=LOC116922836;gbkey=Gene;gene=LOC116922836;gene_biotype=protein_coding"
"213030","NC_059186.1","Gnomon","mRNA",8620281,8623115,".","-",".","ID=rna-XM_032929285.2;Parent=gene-LOC116922836;Dbxref=GeneID:116922836,Genbank:XM_032929285.2;Name=XM_032929285.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922836;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 143 samples with support for all annotated introns;product=palmitoyltransferase ZDHHC17;transcript_id=XM_032929285.2"
"213035","NC_059186.1","Gnomon","exon",8622034,8622193,".","-",".","ID=exon-XM_032929285.2-5;Parent=rna-XM_032929285.2;Dbxref=GeneID:116922836,Genbank:XM_032929285.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922836;product=palmitoyltransferase ZDHHC17;transcript_id=XM_032929285.2"
"213047","NC_059186.1","Gnomon","CDS",8622034,8622193,".","-","1","ID=cds-XP_032785176.2;Parent=rna-XM_032929285.2;Dbxref=GeneID:116922836,Genbank:XP_032785176.2;Name=XP_032785176.2;gbkey=CDS;gene=LOC116922836;product=palmitoyltransferase ZDHHC17;protein_id=XP_032785176.2"
"183224.14","NC_059186.1","RefSeq","region",1,12546303,".","+",".","ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"213029.1","NC_059186.1","Gnomon","gene",8620281,8623115,".","-",".","ID=gene-LOC116922836;Dbxref=GeneID:116922836;Name=LOC116922836;gbkey=Gene;gene=LOC116922836;gene_biotype=protein_coding"
"213030.1","NC_059186.1","Gnomon","mRNA",8620281,8623115,".","-",".","ID=rna-XM_032929285.2;Parent=gene-LOC116922836;Dbxref=GeneID:116922836,Genbank:XM_032929285.2;Name=XM_032929285.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922836;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 143 samples with support for all annotated introns;product=palmitoyltransferase ZDHHC17;transcript_id=XM_032929285.2"
"213035.1","NC_059186.1","Gnomon","exon",8622034,8622193,".","-",".","ID=exon-XM_032929285.2-5;Parent=rna-XM_032929285.2;Dbxref=GeneID:116922836,Genbank:XM_032929285.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922836;product=palmitoyltransferase ZDHHC17;transcript_id=XM_032929285.2"
"213047.1","NC_059186.1","Gnomon","CDS",8622034,8622193,".","-","1","ID=cds-XP_032785176.2;Parent=rna-XM_032929285.2;Dbxref=GeneID:116922836,Genbank:XP_032785176.2;Name=XP_032785176.2;gbkey=CDS;gene=LOC116922836;product=palmitoyltransferase ZDHHC17;protein_id=XP_032785176.2"
"183224.15","NC_059186.1","RefSeq","region",1,12546303,".","+",".","ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"271574","NC_059189.1","Gnomon","gene",9455421,9458145,".","-",".","ID=gene-LOC116929435;Dbxref=GeneID:116929435;Name=LOC116929435;gbkey=Gene;gene=LOC116929435;gene_biotype=protein_coding"
"271575","NC_059189.1","Gnomon","mRNA",9455421,9458145,".","-",".","ID=rna-XM_032936674.2;Parent=gene-LOC116929435;Dbxref=GeneID:116929435,Genbank:XM_032936674.2;Name=XM_032936674.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929435;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 85 samples with support for all annotated introns;product=dystrophin%2C transcript variant X2;transcript_id=XM_032936674.2"
"271580","NC_059189.1","Gnomon","exon",9456849,9457015,".","-",".","ID=exon-XM_032936674.2-5;Parent=rna-XM_032936674.2;Dbxref=GeneID:116929435,Genbank:XM_032936674.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929435;product=dystrophin%2C transcript variant X2;transcript_id=XM_032936674.2"
"271587","NC_059189.1","Gnomon","CDS",9456849,9457015,".","-","2","ID=cds-XP_032792565.2;Parent=rna-XM_032936674.2;Dbxref=GeneID:116929435,Genbank:XP_032792565.2;Name=XP_032792565.2;gbkey=CDS;gene=LOC116929435;product=dystrophin;protein_id=XP_032792565.2"
"271591","NC_059189.1","Gnomon","mRNA",9455421,9458115,".","-",".","ID=rna-XM_032936673.2;Parent=gene-LOC116929435;Dbxref=GeneID:116929435,Genbank:XM_032936673.2;Name=XM_032936673.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929435;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 115 samples with support for all annotated introns;product=dystrophin%2C transcript variant X1;transcript_id=XM_032936673.2"
"271595","NC_059189.1","Gnomon","exon",9456849,9457015,".","-",".","ID=exon-XM_032936673.2-4;Parent=rna-XM_032936673.2;Dbxref=GeneID:116929435,Genbank:XM_032936673.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116929435;product=dystrophin%2C transcript variant X1;transcript_id=XM_032936673.2"
"271602","NC_059189.1","Gnomon","CDS",9456849,9457015,".","-","2","ID=cds-XP_032792564.2;Parent=rna-XM_032936673.2;Dbxref=GeneID:116929435,Genbank:XP_032792564.2;Name=XP_032792564.2;gbkey=CDS;gene=LOC116929435;product=dystrophin;protein_id=XP_032792564.2"
"111857.22","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"148118","NC_059185.1","Gnomon","gene",4609594,4611062,".","+",".","ID=gene-LOC116920915;Dbxref=GeneID:116920915;Name=LOC116920915;gbkey=Gene;gene=LOC116920915;gene_biotype=protein_coding"
"148119","NC_059185.1","Gnomon","mRNA",4609594,4611062,".","+",".","ID=rna-XM_045171841.1;Parent=gene-LOC116920915;Dbxref=GeneID:116920915,Genbank:XM_045171841.1;Name=XM_045171841.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920915;model_evidence=Supporting evidence includes similarity to: 19 ESTs%2C 238 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 146 samples with support for all annotated introns;product=40S ribosomal protein S2;transcript_id=XM_045171841.1"
"148122","NC_059185.1","Gnomon","exon",4610251,4610368,".","+",".","ID=exon-XM_045171841.1-3;Parent=rna-XM_045171841.1;Dbxref=GeneID:116920915,Genbank:XM_045171841.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116920915;product=40S ribosomal protein S2;transcript_id=XM_045171841.1"
"148126","NC_059185.1","Gnomon","CDS",4610251,4610368,".","+","0","ID=cds-XP_045027776.1;Parent=rna-XM_045171841.1;Dbxref=GeneID:116920915,Genbank:XP_045027776.1;Name=XP_045027776.1;gbkey=CDS;gene=LOC116920915;product=40S ribosomal protein S2;protein_id=XP_045027776.1"
"66516","NC_059183.1","Gnomon","gene",16904645,16907852,".","+",".","ID=gene-LOC116916393;Dbxref=GeneID:116916393;Name=LOC116916393;gbkey=Gene;gene=LOC116916393;gene_biotype=protein_coding"
"66517","NC_059183.1","Gnomon","mRNA",16904645,16907852,".","+",".","ID=rna-XM_032921641.2;Parent=gene-LOC116916393;Dbxref=GeneID:116916393,Genbank:XM_032921641.2;Name=XM_032921641.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116916393;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 87 samples with support for all annotated introns;product=heparan-alpha-glucosaminide N-acetyltransferase;transcript_id=XM_032921641.2"
"111857.23","NC_059185.1","RefSeq","region",1,13367246,".","+",".","ID=NC_059185.1:1..13367246;Dbxref=taxon:35525;Name=LG4;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG4;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"183224.16","NC_059186.1","RefSeq","region",1,12546303,".","+",".","ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"189539","NC_059186.1","Gnomon","gene",970962,972761,".","+",".","ID=gene-LOC116922347;Dbxref=GeneID:116922347;Name=LOC116922347;gbkey=Gene;gene=LOC116922347;gene_biotype=protein_coding"
"189540","NC_059186.1","Gnomon","mRNA",970962,972761,".","+",".","ID=rna-XM_032928742.2;Parent=gene-LOC116922347;Dbxref=GeneID:116922347,Genbank:XM_032928742.2;Name=XM_032928742.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922347;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=BLOC-1-related complex subunit 5;transcript_id=XM_032928742.2"
"189543","NC_059186.1","Gnomon","exon",971726,972761,".","+",".","ID=exon-XM_032928742.2-3;Parent=rna-XM_032928742.2;Dbxref=GeneID:116922347,Genbank:XM_032928742.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116922347;product=BLOC-1-related complex subunit 5;transcript_id=XM_032928742.2"
"189546","NC_059186.1","Gnomon","CDS",971726,972130,".","+","0","ID=cds-XP_032784633.1;Parent=rna-XM_032928742.2;Dbxref=GeneID:116922347,Genbank:XP_032784633.1;Name=XP_032784633.1;gbkey=CDS;gene=LOC116922347;product=BLOC-1-related complex subunit 5;protein_id=XP_032784633.1"
"183224.17","NC_059186.1","RefSeq","region",1,12546303,".","+",".","ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"183224.18","NC_059186.1","RefSeq","region",1,12546303,".","+",".","ID=NC_059186.1:1..12546303;Dbxref=taxon:35525;Name=LG5;collection-date=1986;country=USA: Minnesota;gbkey=Src;genome=chromosome;identified-by=National Institute for Environmental Studies (NIES) in Japan;isolate=NIES;isolation-source=Duluth%2C Minnesota;linkage-group=LG5;mol_type=genomic DNA;sex=female;tissue-type=Whole Body"
"255709","NC_059189.1","Gnomon","gene",3969483,3972860,".","+",".","ID=gene-LOC116928976;Dbxref=GeneID:116928976;Name=LOC116928976;gbkey=Gene;gene=LOC116928976;gene_biotype=protein_coding"
"255710","NC_059189.1","Gnomon","mRNA",3969483,3972860,".","+",".","ID=rna-XM_032936119.2;Parent=gene-LOC116928976;Dbxref=GeneID:116928976,Genbank:XM_032936119.2;Name=XM_032936119.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116928976;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 65 samples with support for all annotated introns;product=inhibitor of nuclear factor kappa-B kinase subunit alpha%2C transcript variant X2;transcript_id=XM_032936119.2"
"255734","NC_059189.1","Gnomon","mRNA",3969609,3972860,".","+",".","ID=rna-XM_045177960.1;Parent=gene-LOC116928976;Dbxref=GeneID:116928976,Genbank:XM_045177960.1;Name=XM_045177960.1;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116928976;model_evidence=Supporting evidence includes similarity to: 2 ESTs%2C 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 144 samples with support for all annotated introns;product=inhibitor of nuclear factor kappa-B kinase subunit alpha%2C transcript variant X1;transcript_id=XM_045177960.1"
"218227.1","NC_059187.1","Gnomon","gene",2710403,2712950,".","+",".","ID=gene-LOC116925877;Dbxref=GeneID:116925877;Name=LOC116925877;gbkey=Gene;gene=LOC116925877;gene_biotype=protein_coding"
"218228.1","NC_059187.1","Gnomon","mRNA",2710403,2712950,".","+",".","ID=rna-XM_032932639.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932639.2;Name=XM_032932639.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X1;transcript_id=XM_032932639.2"
"218232","NC_059187.1","Gnomon","exon",2711237,2711333,".","+",".","ID=exon-XM_032932639.2-4;Parent=rna-XM_032932639.2;Dbxref=GeneID:116925877,Genbank:XM_032932639.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X1;transcript_id=XM_032932639.2"
"218237","NC_059187.1","Gnomon","CDS",2711237,2711333,".","+","0","ID=cds-XP_032788530.2;Parent=rna-XM_032932639.2;Dbxref=GeneID:116925877,Genbank:XP_032788530.2;Name=XP_032788530.2;gbkey=CDS;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein;protein_id=XP_032788530.2"
"218240.1","NC_059187.1","Gnomon","mRNA",2710599,2712950,".","+",".","ID=rna-XM_032932640.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932640.2;Name=XM_032932640.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 36 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X2;transcript_id=XM_032932640.2"
"218244","NC_059187.1","Gnomon","exon",2711237,2711333,".","+",".","ID=exon-XM_032932640.2-4;Parent=rna-XM_032932640.2;Dbxref=GeneID:116925877,Genbank:XM_032932640.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X2;transcript_id=XM_032932640.2"
"218249","NC_059187.1","Gnomon","CDS",2711237,2711333,".","+","0","ID=cds-XP_032788531.2;Parent=rna-XM_032932640.2;Dbxref=GeneID:116925877,Genbank:XP_032788531.2;Name=XP_032788531.2;gbkey=CDS;gene=LOC116925877;product=neural Wiskott-Aldrich syndrome protein;protein_id=XP_032788531.2"
"218227.2","NC_059187.1","Gnomon","gene",2710403,2712950,".","+",".","ID=gene-LOC116925877;Dbxref=GeneID:116925877;Name=LOC116925877;gbkey=Gene;gene=LOC116925877;gene_biotype=protein_coding"
"218228.2","NC_059187.1","Gnomon","mRNA",2710403,2712950,".","+",".","ID=rna-XM_032932639.2;Parent=gene-LOC116925877;Dbxref=GeneID:116925877,Genbank:XM_032932639.2;Name=XM_032932639.2;experiment=COORDINATES: polyA evidence [ECO:0006239];gbkey=mRNA;gene=LOC116925877;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 8 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 145 samples with support for all annotated introns;product=neural Wiskott-Aldrich syndrome protein%2C transcript variant X1;transcript_id=XM_032932639.2"
