chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19
NC_059186.1	8408799	8408800	*	15	0	15	16	0	16	13	0	13	12	0	12	15	0	15	21	0	21	13	0	13	17	0	17	18	0	18	12	0	12	17	6	11	23	0	23	12	0	12	18	0	18	21	0	21	25	0	25	20	0	20	16	0	16	19	0	19
NC_059186.1	8408920	8408921	*	12	1	11	15	0	15	19	0	19	20	0	20	16	0	16	19	0	19	24	0	24	20	0	20	21	0	21	12	0	12	21	6	15	24	0	24	17	0	17	20	0	20	28	0	28	24	0	24	22	0	22	15	1	14	30	0	30
NC_059186.1	8408956	8408957	*	14	0	14	19	0	19	19	0	19	17	0	17	16	0	16	20	0	20	20	0	20	21	0	21	20	0	20	13	0	13	21	7	14	23	0	23	17	0	17	18	0	18	29	0	29	21	0	21	23	0	23	13	0	13	28	0	28
NC_059186.1	8408986	8408987	*	13	0	13	20	0	20	18	0	18	18	0	18	16	0	16	19	0	19	17	2	15	19	0	19	18	0	18	12	0	12	17	3	14	22	0	22	14	0	14	17	0	17	27	0	27	23	0	23	22	0	22	10	1	9	29	1	28
NC_059186.1	8408999	8409000	*	13	0	13	20	0	20	17	0	17	18	0	18	15	0	15	18	0	18	17	0	17	18	0	18	18	0	18	12	0	12	16	3	13	21	0	21	13	0	13	19	0	19	28	0	28	23	0	23	22	1	21	10	1	9	29	0	29
NC_059186.1	8629015	8629016	*	15	0	15	13	0	13	14	0	14	14	0	14	14	0	14	10	0	10	20	0	20	20	0	20	12	0	12	17	0	17	19	9	10	17	0	17	11	0	11	19	0	19	23	0	23	15	0	15	15	0	15	12	0	12	20	0	20
NC_059186.1	9087512	9087513	*	11	0	11	16	0	16	22	0	22	10	2	8	15	0	15	23	0	23	15	0	15	10	1	9	11	0	11	26	0	26	19	3	16	18	1	17	20	3	17	18	1	17	17	0	17	19	0	19	17	1	16	16	0	16	27	1	26
NC_059186.1	11270118	11270119	*	17	0	17	27	1	26	14	0	14	30	3	27	15	0	15	16	1	15	11	0	11	13	0	13	13	1	12	13	0	13	16	5	11	22	1	21	16	0	16	13	10	3	25	1	24	28	3	25	23	0	23	16	0	16	23	1	22
NC_059186.1	11711152	11711153	*	21	0	21	20	0	20	21	0	21	13	0	13	19	0	19	16	0	16	13	0	13	15	0	15	16	0	16	17	0	17	16	3	13	19	0	19	18	0	18	22	0	22	32	0	32	16	0	16	20	0	20	13	0	13	24	0	24
NC_059187.1	594372	594373	*	15	0	15	15	0	15	15	0	15	11	0	11	17	0	17	15	0	15	13	0	13	16	0	16	11	0	11	18	0	18	18	3	15	22	0	22	18	0	18	31	0	31	22	0	22	19	0	19	15	0	15	22	0	22	20	0	20
NC_059187.1	1726689	1726690	*	20	0	20	26	0	26	19	0	19	29	0	29	14	0	14	23	0	23	20	0	20	13	0	13	10	0	10	25	1	24	23	12	11	36	0	36	20	1	19	15	0	15	34	0	34	23	0	23	21	0	21	20	0	20	29	0	29
NC_059187.1	4239936	4239937	*	13	0	13	18	0	18	16	0	16	12	0	12	14	0	14	19	0	19	13	0	13	10	0	10	12	0	12	16	0	16	12	5	7	18	0	18	16	0	16	17	0	17	20	0	20	15	0	15	20	0	20	14	0	14	14	0	14
NC_059187.1	7375975	7375976	*	25	0	25	26	0	26	26	0	26	21	0	21	24	0	24	20	0	20	17	0	17	16	0	16	16	0	16	17	0	17	23	3	20	27	0	27	29	0	29	21	0	21	26	0	26	33	0	33	22	0	22	16	1	15	29	1	28
NC_059187.1	8411641	8411642	*	13	0	13	26	0	26	15	0	15	17	0	17	16	0	16	26	0	26	14	0	14	15	0	15	15	0	15	23	0	23	21	3	18	24	0	24	16	0	16	19	0	19	32	0	32	15	0	15	18	0	18	21	0	21	26	0	26
NC_059187.1	8426446	8426447	*	20	0	20	25	0	25	16	0	16	15	0	15	14	0	14	19	0	19	30	0	30	13	0	13	17	0	17	15	0	15	23	3	20	16	0	16	22	0	22	19	0	19	29	0	29	23	0	23	15	0	15	18	0	18	20	0	20
NC_059187.1	9029461	9029462	*	18	0	18	23	0	23	14	0	14	13	0	13	22	0	22	13	0	13	15	0	15	16	0	16	19	0	19	19	0	19	20	6	14	27	16	11	16	0	16	14	0	14	22	0	22	18	8	10	20	0	20	19	0	19	32	0	32
NC_059188.1	2073392	2073393	*	21	0	21	24	0	24	16	0	16	13	0	13	17	0	17	19	0	19	16	0	16	17	0	17	20	0	20	19	1	18	17	6	11	11	0	11	12	0	12	14	0	14	26	1	25	20	1	19	25	0	25	15	0	15	27	0	27
NC_059188.1	5371717	5371718	*	25	1	24	16	0	16	11	0	11	14	1	13	18	0	18	13	0	13	13	0	13	12	0	12	13	0	13	24	0	24	18	3	15	18	0	18	17	0	17	22	0	22	22	0	22	20	0	20	18	0	18	19	0	19	25	0	25
NC_059188.1	5881341	5881342	*	20	0	20	19	0	19	15	0	15	10	0	10	12	0	12	16	0	16	15	0	15	16	0	16	13	0	13	15	1	14	16	3	13	25	0	25	12	0	12	19	0	19	22	0	22	20	0	20	13	0	13	11	0	11	29	0	29
NC_059188.1	8400749	8400750	*	28	0	28	23	0	23	21	0	21	22	0	22	10	0	10	25	0	25	21	0	21	16	0	16	18	0	18	20	0	20	21	3	18	30	0	30	24	0	24	17	0	17	26	0	26	19	0	19	23	0	23	14	0	14	23	0	23
NC_059188.1	10743031	10743032	*	20	0	20	38	0	38	32	0	32	20	0	20	32	0	32	36	0	36	32	0	32	24	0	24	22	0	22	38	0	38	18	4	14	32	0	32	28	0	28	22	0	22	39	0	39	32	0	32	31	0	31	25	0	25	51	0	51
NC_059188.1	11698141	11698142	*	20	0	20	35	0	35	22	0	22	13	0	13	26	0	26	22	0	22	17	0	17	16	0	16	18	0	18	15	0	15	24	3	21	27	0	27	18	0	18	16	0	16	27	0	27	35	0	35	24	0	24	14	0	14	28	0	28
NC_059188.1	11805952	11805953	*	13	0	13	13	0	13	16	0	16	10	0	10	18	0	18	14	0	14	13	0	13	13	0	13	12	0	12	16	0	16	13	3	10	24	0	24	18	0	18	16	0	16	22	0	22	18	0	18	12	0	12	12	0	12	21	0	21
NC_059188.1	12210792	12210793	*	20	1	19	16	0	16	10	0	10	11	0	11	16	0	16	17	0	17	12	0	12	17	0	17	22	0	22	20	0	20	18	7	11	11	0	11	16	0	16	23	0	23	20	0	20	21	2	19	16	0	16	15	1	14	17	0	17
NC_059188.1	13439176	13439177	*	20	0	20	13	0	13	13	0	13	17	0	17	13	0	13	19	0	19	19	0	19	16	0	16	15	0	15	24	0	24	14	5	9	21	0	21	12	0	12	21	0	21	22	0	22	20	0	20	22	0	22	16	0	16	23	0	23
NC_059189.1	468220	468221	*	21	0	21	12	0	12	18	0	18	16	0	16	22	0	22	21	0	21	21	0	21	26	0	26	13	0	13	24	0	24	21	3	18	35	0	35	17	0	17	19	0	19	20	0	20	19	0	19	20	0	20	14	0	14	20	0	20
NC_059189.1	3229673	3229674	*	14	0	14	20	0	20	19	0	19	19	0	19	13	0	13	16	0	16	13	0	13	17	0	17	12	0	12	15	0	15	17	7	10	22	0	22	23	0	23	18	0	18	24	0	24	29	0	29	27	0	27	18	1	17	28	0	28
NC_059189.1	5054771	5054772	*	24	0	24	19	0	19	15	0	15	16	0	16	18	0	18	15	0	15	32	1	31	10	0	10	19	0	19	22	0	22	24	3	21	26	0	26	10	0	10	20	0	20	38	0	38	28	0	28	30	0	30	22	0	22	38	1	37
NC_059189.1	7132003	7132004	*	17	0	17	16	0	16	12	0	12	15	0	15	16	0	16	13	0	13	11	2	9	12	0	12	11	0	11	20	0	20	16	4	12	18	7	11	10	0	10	21	1	20	11	8	3	21	2	19	22	1	21	16	0	16	21	1	20
NC_059189.1	7506666	7506667	*	26	1	25	18	0	18	20	0	20	25	0	25	31	0	31	22	0	22	20	0	20	23	0	23	19	0	19	28	0	28	22	7	15	23	0	23	18	0	18	26	0	26	45	0	45	31	1	30	16	0	16	12	0	12	29	0	29
NC_059189.1	7508091	7508092	*	41	1	40	22	1	21	17	0	17	15	0	15	35	0	35	22	0	22	15	0	15	24	0	24	25	0	25	39	2	37	21	6	15	34	0	34	22	2	20	25	0	25	35	4	31	27	0	27	36	0	36	20	1	19	28	1	27
NC_059189.1	7695979	7695980	*	18	0	18	27	0	27	21	0	21	16	0	16	31	0	31	30	0	30	24	0	24	17	0	17	14	0	14	39	0	39	19	3	16	42	0	42	15	0	15	22	0	22	34	0	34	21	0	21	21	0	21	17	0	17	30	1	29
NC_059189.1	8092763	8092764	*	30	0	30	31	0	31	24	0	24	26	0	26	24	0	24	26	0	26	24	0	24	24	0	24	22	0	22	34	0	34	23	3	20	24	0	24	33	1	32	50	1	49	73	1	72	30	0	30	28	0	28	13	0	13	59	0	59
NC_059189.1	9427635	9427636	*	19	0	19	37	0	37	21	0	21	24	0	24	18	0	18	33	0	33	21	1	20	23	0	23	19	0	19	33	0	33	16	3	13	39	0	39	29	0	29	25	0	25	24	0	24	40	0	40	23	0	23	31	0	31	40	0	40
NC_059189.1	10953859	10953860	*	45	0	45	51	0	51	50	0	50	56	0	56	50	0	50	56	0	56	48	0	48	61	0	61	46	0	46	62	0	62	43	6	37	67	0	67	54	0	54	69	2	67	85	0	85	64	0	64	70	0	70	30	0	30	76	0	76
NC_059190.1	127673	127674	*	14	0	14	15	0	15	15	0	15	12	0	12	13	0	13	15	0	15	17	0	17	18	0	18	11	0	11	16	0	16	13	10	3	22	0	22	23	13	10	19	1	18	31	0	31	21	0	21	27	15	12	15	9	6	27	12	15
NC_059190.1	127687	127688	*	14	0	14	16	0	16	15	0	15	12	0	12	16	0	16	16	0	16	17	0	17	18	0	18	11	0	11	16	0	16	11	8	3	21	0	21	24	14	10	21	0	21	30	0	30	22	0	22	27	15	12	16	10	6	28	15	13
NC_059190.1	1845374	1845375	*	26	1	25	25	0	25	13	0	13	23	0	23	18	0	18	15	0	15	13	0	13	13	0	13	17	0	17	19	0	19	23	3	20	17	0	17	25	0	25	22	0	22	31	1	30	19	0	19	27	0	27	14	0	14	34	0	34
NC_059190.1	2673948	2673949	*	25	0	25	27	0	27	15	0	15	12	0	12	21	0	21	27	0	27	16	0	16	18	0	18	12	0	12	19	0	19	22	3	19	33	0	33	18	0	18	17	0	17	24	0	24	18	0	18	27	1	26	17	0	17	37	0	37
NC_059190.1	3037454	3037455	*	14	0	14	21	0	21	11	0	11	11	0	11	13	0	13	21	0	21	17	0	17	18	0	18	11	0	11	23	0	23	19	3	16	14	0	14	19	0	19	17	0	17	26	0	26	30	0	30	15	0	15	17	0	17	18	0	18
NC_059190.1	3632473	3632474	*	18	0	18	19	0	19	17	0	17	13	0	13	22	0	22	17	0	17	14	0	14	18	0	18	17	0	17	20	0	20	16	7	9	21	1	20	16	0	16	16	0	16	24	0	24	16	0	16	13	0	13	16	0	16	19	0	19
NC_059190.1	5038325	5038326	*	39	0	39	34	0	34	28	0	28	20	0	20	46	0	46	26	0	26	31	0	31	25	2	23	21	2	19	26	0	26	43	4	39	41	1	40	25	1	24	32	0	32	51	1	50	26	2	24	26	0	26	17	0	17	39	0	39
NC_059191.1	513363	513364	*	24	0	24	50	0	50	19	0	19	30	0	30	27	1	26	29	0	29	18	0	18	29	0	29	33	0	33	43	1	42	37	5	32	57	1	56	21	0	21	36	0	36	64	2	62	32	0	32	35	0	35	24	0	24	79	0	79
NC_059191.1	1055987	1055988	*	13	0	13	19	1	18	22	1	21	16	0	16	16	0	16	19	0	19	16	0	16	14	2	12	13	0	13	13	1	12	20	3	17	13	0	13	19	2	17	17	0	17	17	0	17	18	0	18	15	0	15	12	0	12	21	1	20
NC_059191.1	3370653	3370654	*	13	0	13	24	0	24	14	0	14	20	0	20	18	0	18	14	0	14	14	0	14	16	0	16	13	0	13	15	0	15	23	3	20	20	0	20	15	0	15	18	0	18	24	0	24	21	0	21	18	0	18	19	0	19	19	0	19
NC_059191.1	4603387	4603388	*	28	0	28	19	0	19	38	0	38	22	0	22	26	0	26	30	0	30	11	1	10	15	0	15	15	0	15	25	0	25	30	8	22	28	0	28	29	1	28	25	2	23	37	0	37	17	0	17	20	0	20	25	0	25	23	1	22
NC_059191.1	5134716	5134717	*	23	0	23	22	0	22	24	0	24	18	0	18	25	0	25	26	0	26	23	0	23	19	0	19	13	0	13	19	0	19	21	3	18	25	0	25	24	0	24	21	0	21	26	0	26	27	0	27	24	0	24	23	0	23	21	0	21
NC_059191.1	7403896	7403897	*	23	0	23	28	0	28	25	0	25	25	0	25	14	0	14	20	0	20	17	0	17	24	0	24	16	0	16	15	0	15	35	15	20	28	0	28	27	0	27	21	0	21	33	0	33	18	0	18	28	0	28	18	0	18	40	0	40
NC_059191.1	7663340	7663341	*	29	0	29	44	0	44	20	0	20	69	0	69	18	0	18	55	0	55	34	0	34	18	0	18	32	0	32	59	0	59	17	4	13	58	0	58	18	0	18	34	0	34	21	0	21	31	0	31	41	0	41	58	0	58	60	0	60
NC_059191.1	8571332	8571333	*	16	0	16	16	0	16	25	1	24	12	0	12	24	0	24	11	0	11	18	0	18	19	0	19	13	0	13	21	0	21	27	5	22	41	0	41	33	0	33	27	1	26	34	0	34	21	1	20	30	0	30	15	0	15	22	0	22
NW_025533130.1	238225	238226	*	37	0	37	22	0	22	18	0	18	30	0	30	34	0	34	25	0	25	39	0	39	29	0	29	19	0	19	38	0	38	17	3	14	19	0	19	27	0	27	15	0	15	13	2	11	31	1	30	41	0	41	13	0	13	38	0	38
NW_025533136.1	25446	25447	*	30	3	27	34	2	32	16	0	16	30	0	30	11	0	11	27	0	27	35	0	35	21	1	20	14	0	14	12	0	12	34	4	30	33	1	32	21	1	20	35	4	31	63	9	54	54	3	51	19	0	19	13	0	13	50	1	49
NW_025533139.1	200348	200349	*	15	0	15	24	0	24	15	0	15	19	0	19	21	0	21	23	0	23	24	0	24	15	0	15	14	0	14	19	0	19	20	3	17	18	0	18	17	0	17	16	0	16	25	0	25	24	0	24	17	0	17	18	0	18	27	0	27
NW_025533169.1	73598	73599	*	67	1	66	32	0	32	38	0	38	15	0	15	56	0	56	25	0	25	27	0	27	35	0	35	19	1	18	62	3	59	75	12	63	31	0	31	31	0	31	27	0	27	43	1	42	69	0	69	45	0	45	37	0	37	27	0	27
NW_025533169.1	73941	73942	*	55	1	54	27	0	27	28	0	28	18	0	18	34	0	34	14	0	14	33	0	33	36	0	36	12	0	12	41	0	41	60	11	49	27	0	27	26	0	26	16	0	16	33	0	33	63	1	62	38	0	38	38	0	38	29	0	29
NW_025533175.1	62209	62210	*	62	0	62	45	0	45	24	0	24	26	0	26	58	0	58	33	0	33	38	0	38	28	0	28	21	0	21	42	0	42	49	9	40	35	0	35	25	0	25	41	0	41	58	0	58	34	0	34	43	1	42	46	0	46	57	0	57
NW_025533332.1	24534	24535	*	47	1	46	27	1	26	39	1	38	31	0	31	24	1	23	24	0	24	35	2	33	50	0	50	45	1	44	61	2	59	77	14	63	40	4	36	28	1	27	26	0	26	42	0	42	44	2	42	27	1	26	33	0	33	53	5	48
NW_025533332.1	24598	24599	*	39	2	37	22	0	22	39	0	39	26	0	26	14	1	13	23	0	23	26	1	25	32	0	32	34	1	33	43	1	42	50	5	45	27	1	26	24	1	23	22	0	22	35	0	35	34	0	34	32	0	32	25	0	25	42	2	40
NW_025533332.1	29136	29137	*	61	1	60	48	1	47	43	0	43	30	1	29	52	0	52	23	0	23	33	1	32	52	0	52	30	2	28	53	2	51	70	7	63	50	1	49	43	0	43	49	1	48	60	2	58	37	1	36	40	1	39	29	0	29	85	0	85
NW_025533332.1	29758	29759	*	38	0	38	19	0	19	19	0	19	15	0	15	19	0	19	18	0	18	16	0	16	29	0	29	13	0	13	25	0	25	28	4	24	44	1	43	27	0	27	17	6	11	33	0	33	26	0	26	28	0	28	17	0	17	44	0	44
NW_025533332.1	29931	29932	*	14	0	14	18	0	18	13	0	13	14	1	13	22	0	22	21	0	21	22	0	22	10	0	10	15	0	15	36	0	36	40	4	36	26	0	26	13	0	13	17	6	11	34	0	34	14	5	9	19	0	19	12	1	11	25	0	25
NC_059182.1	2159868	2159869	*	14	0	14	13	0	13	20	0	20	12	0	12	11	0	11	11	0	11	16	0	16	15	0	15	12	0	12	16	0	16	15	0	15	11	3	8	15	0	15	17	0	17	18	0	18	20	0	20	14	0	14	12	0	12	24	0	24
NC_059182.1	2246020	2246021	*	26	0	26	20	0	20	17	0	17	17	0	17	21	0	21	24	0	24	19	0	19	11	0	11	17	0	17	26	0	26	31	1	30	23	3	20	21	0	21	30	1	29	24	0	24	25	0	25	28	0	28	20	0	20	48	0	48
NC_059182.1	2747927	2747928	*	27	0	27	32	0	32	13	0	13	24	1	23	22	0	22	25	0	25	18	0	18	27	0	27	10	0	10	15	0	15	12	0	12	22	7	15	23	0	23	19	0	19	38	0	38	21	0	21	19	0	19	10	0	10	26	1	25
NC_059182.1	2747944	2747945	*	26	0	26	30	0	30	13	0	13	22	0	22	20	0	20	22	0	22	18	1	17	26	0	26	10	0	10	16	0	16	12	0	12	20	9	11	22	0	22	19	0	19	40	1	39	22	0	22	21	0	21	11	0	11	27	1	26
NC_059182.1	3007102	3007103	*	13	0	13	21	0	21	17	0	17	10	0	10	18	0	18	21	0	21	13	0	13	18	0	18	14	0	14	13	0	13	11	0	11	16	6	10	13	0	13	23	1	22	15	0	15	19	0	19	14	0	14	12	0	12	24	0	24
NC_059182.1	3007104	3007105	*	13	0	13	20	0	20	16	0	16	11	0	11	18	0	18	19	0	19	13	0	13	17	0	17	14	0	14	13	0	13	13	0	13	17	7	10	13	0	13	22	0	22	15	0	15	19	0	19	14	0	14	12	0	12	24	0	24
NC_059182.1	12272811	12272812	*	14	0	14	19	0	19	16	0	16	23	0	23	17	1	16	12	0	12	16	0	16	16	0	16	15	0	15	14	0	14	10	0	10	30	7	23	20	0	20	29	0	29	12	6	6	19	0	19	28	1	27	22	1	21	23	0	23
NC_059182.1	14052688	14052689	*	19	0	19	20	0	20	17	0	17	14	1	13	16	0	16	24	0	24	15	1	14	10	1	9	12	2	10	26	1	25	29	3	26	25	13	12	18	8	10	23	0	23	37	0	37	27	0	27	23	0	23	19	0	19	26	0	26
NC_059182.1	14986687	14986688	*	18	0	18	13	0	13	16	0	16	19	0	19	17	0	17	23	0	23	16	0	16	10	0	10	15	0	15	18	0	18	11	0	11	23	3	20	13	0	13	18	0	18	20	0	20	10	0	10	10	0	10	16	0	16	22	0	22
NC_059182.1	18911895	18911896	*	20	0	20	18	0	18	22	0	22	18	0	18	16	0	16	25	0	25	13	0	13	19	1	18	11	0	11	11	0	11	15	1	14	23	3	20	23	0	23	14	0	14	26	0	26	21	0	21	18	0	18	20	0	20	31	0	31
NC_059183.1	4716734	4716735	*	14	0	14	28	0	28	16	1	15	18	0	18	15	0	15	20	0	20	15	2	13	15	0	15	10	0	10	26	0	26	13	0	13	18	12	6	24	0	24	14	0	14	27	0	27	27	0	27	20	0	20	17	0	17	21	0	21
NC_059183.1	5663157	5663158	*	17	0	17	18	0	18	17	0	17	10	0	10	12	0	12	23	0	23	19	0	19	20	0	20	10	0	10	22	0	22	12	0	12	15	5	10	14	0	14	20	0	20	20	0	20	20	0	20	11	0	11	15	0	15	19	0	19
NC_059183.1	11369665	11369666	*	16	0	16	24	0	24	20	0	20	17	0	17	14	0	14	11	0	11	18	0	18	21	0	21	23	0	23	22	0	22	18	0	18	24	3	21	13	0	13	18	1	17	28	0	28	29	0	29	33	0	33	10	0	10	32	0	32
NC_059183.1	11866725	11866726	*	12	0	12	16	0	16	12	0	12	21	0	21	11	0	11	17	0	17	19	0	19	16	0	16	16	0	16	24	0	24	23	1	22	22	3	19	24	0	24	24	0	24	18	0	18	12	0	12	20	0	20	14	0	14	17	0	17
NC_059183.1	12250710	12250711	*	14	0	14	20	1	19	18	0	18	16	0	16	11	0	11	26	0	26	14	0	14	15	0	15	14	0	14	23	0	23	12	0	12	24	3	21	21	0	21	23	0	23	26	0	26	22	0	22	24	0	24	16	0	16	33	0	33
NC_059183.1	13990201	13990202	*	30	0	30	26	0	26	23	0	23	19	0	19	28	0	28	19	0	19	13	0	13	21	0	21	17	0	17	30	0	30	26	1	25	26	4	22	34	1	33	15	0	15	32	0	32	21	0	21	27	0	27	19	1	18	38	1	37
NC_059183.1	14148643	14148644	*	20	0	20	33	0	33	22	0	22	20	0	20	12	0	12	18	0	18	19	0	19	14	0	14	16	0	16	30	0	30	19	0	19	33	5	28	16	0	16	27	0	27	17	0	17	21	0	21	28	0	28	21	0	21	26	0	26
NC_059183.1	14313450	14313451	*	10	0	10	25	0	25	12	0	12	26	0	26	11	0	11	32	0	32	12	0	12	15	0	15	15	0	15	27	1	26	25	0	25	20	3	17	24	0	24	18	0	18	27	0	27	12	1	11	10	0	10	20	0	20	31	1	30
NC_059183.1	14464197	14464198	*	18	0	18	11	0	11	20	0	20	16	0	16	17	0	17	16	0	16	20	0	20	16	0	16	16	0	16	16	0	16	22	1	21	22	3	19	10	0	10	13	0	13	26	0	26	26	0	26	18	0	18	17	1	16	25	0	25
NC_059183.1	15308339	15308340	*	18	0	18	15	0	15	15	0	15	10	0	10	12	0	12	22	0	22	20	0	20	10	0	10	11	0	11	15	0	15	17	0	17	12	4	8	16	0	16	15	0	15	22	1	21	21	0	21	15	0	15	19	0	19	16	0	16
NC_059183.1	15653267	15653268	*	13	0	13	16	0	16	14	0	14	16	0	16	18	0	18	16	0	16	17	0	17	15	0	15	17	0	17	17	0	17	20	0	20	24	3	21	18	2	16	18	0	18	23	0	23	18	0	18	19	0	19	20	0	20	28	0	28
NC_059183.1	16472020	16472021	*	15	0	15	19	0	19	10	0	10	11	0	11	26	0	26	17	0	17	13	0	13	24	0	24	13	0	13	18	0	18	17	0	17	23	3	20	18	0	18	15	1	14	19	0	19	16	0	16	16	0	16	15	0	15	30	1	29
NC_059183.1	17148120	17148121	*	21	0	21	22	0	22	27	0	27	17	1	16	25	0	25	19	0	19	23	0	23	22	0	22	12	0	12	19	0	19	26	0	26	19	3	16	17	0	17	15	0	15	29	0	29	17	0	17	22	1	21	21	0	21	31	0	31
NC_059184.1	3794049	3794050	*	10	0	10	14	0	14	10	0	10	12	0	12	11	0	11	12	0	12	12	1	11	17	1	16	12	1	11	16	0	16	14	1	13	25	4	21	14	1	13	11	0	11	24	1	23	18	3	15	19	2	17	12	2	10	11	0	11
NC_059184.1	4594347	4594348	*	15	0	15	24	0	24	16	0	16	16	0	16	17	0	17	20	0	20	18	2	16	18	0	18	22	0	22	13	0	13	16	0	16	29	4	25	24	11	13	25	0	25	18	2	16	25	0	25	25	1	24	17	0	17	26	0	26
NC_059184.1	7888720	7888721	*	12	0	12	26	0	26	12	0	12	14	0	14	18	0	18	13	0	13	11	0	11	10	0	10	10	0	10	13	0	13	13	0	13	17	4	13	12	0	12	11	0	11	17	0	17	19	0	19	19	0	19	11	0	11	15	0	15
NC_059184.1	9972361	9972362	*	18	0	18	27	0	27	17	0	17	10	0	10	19	0	19	12	0	12	12	0	12	25	0	25	11	0	11	16	0	16	16	0	16	25	10	15	16	0	16	18	1	17	21	0	21	19	0	19	23	0	23	14	0	14	32	0	32
NC_059184.1	11838881	11838882	*	20	0	20	35	1	34	40	0	40	37	0	37	24	0	24	21	0	21	41	0	41	42	0	42	27	0	27	43	0	43	15	0	15	37	6	31	15	0	15	26	0	26	21	0	21	49	0	49	45	1	44	30	0	30	62	0	62
NC_059185.1	17500	17501	*	32	0	32	20	0	20	32	0	32	30	0	30	40	0	40	16	0	16	15	0	15	21	0	21	19	0	19	16	0	16	31	0	31	47	5	42	24	0	24	30	1	29	35	0	35	25	0	25	23	0	23	23	2	21	35	0	35
NC_059185.1	350927	350928	*	16	0	16	23	0	23	15	0	15	18	0	18	18	0	18	19	0	19	20	0	20	23	0	23	12	0	12	21	0	21	14	0	14	25	12	13	19	0	19	18	0	18	23	0	23	21	0	21	16	0	16	13	0	13	23	0	23
NC_059185.1	530480	530481	*	22	0	22	23	0	23	17	0	17	16	1	15	18	0	18	16	0	16	25	0	25	22	0	22	14	0	14	16	0	16	22	0	22	26	11	15	19	0	19	17	0	17	26	0	26	20	0	20	21	0	21	22	0	22	21	0	21
NC_059185.1	580207	580208	*	16	0	16	23	0	23	19	0	19	16	0	16	19	0	19	21	0	21	14	0	14	20	0	20	13	0	13	24	0	24	19	0	19	21	3	18	19	1	18	18	0	18	27	0	27	27	0	27	10	0	10	16	0	16	26	0	26
NC_059185.1	967167	967168	*	13	0	13	17	0	17	12	2	10	23	0	23	10	0	10	12	0	12	17	0	17	22	0	22	15	0	15	13	0	13	25	0	25	17	3	14	27	0	27	17	0	17	18	0	18	26	0	26	19	0	19	24	0	24	27	0	27
NC_059185.1	6224234	6224235	*	20	0	20	15	0	15	15	0	15	13	0	13	13	0	13	19	0	19	11	0	11	11	0	11	12	0	12	21	0	21	14	0	14	13	3	10	18	0	18	15	0	15	32	0	32	24	0	24	21	0	21	19	0	19	18	0	18
NC_059185.1	9498153	9498154	*	18	0	18	12	0	12	17	0	17	15	0	15	19	0	19	16	0	16	11	2	9	14	0	14	13	0	13	17	0	17	13	1	12	23	3	20	11	0	11	29	0	29	14	0	14	17	0	17	18	5	13	16	0	16	26	0	26
NC_059185.1	13237300	13237301	*	22	0	22	16	0	16	19	0	19	22	0	22	24	0	24	31	0	31	23	0	23	20	1	19	15	0	15	18	1	17	20	0	20	30	6	24	23	1	22	24	0	24	19	0	19	23	1	22	31	0	31	26	0	26	25	0	25
NC_059186.1	7881881	7881882	*	17	0	17	25	0	25	23	1	22	24	0	24	17	0	17	30	0	30	17	0	17	13	0	13	14	0	14	29	0	29	22	0	22	33	4	29	34	0	34	20	2	18	27	0	27	15	0	15	26	1	25	16	0	16	25	0	25
NC_059186.1	12351573	12351574	*	19	0	19	37	0	37	15	0	15	12	0	12	28	0	28	19	0	19	21	0	21	14	0	14	14	0	14	25	0	25	33	1	32	39	4	35	19	0	19	18	0	18	28	0	28	21	0	21	22	0	22	27	0	27	36	0	36
NC_059187.1	2654231	2654232	*	16	0	16	20	0	20	19	0	19	15	0	15	11	0	11	15	0	15	15	0	15	14	0	14	13	0	13	26	0	26	15	0	15	50	5	45	10	1	9	34	0	34	17	0	17	34	0	34	30	0	30	19	0	19	44	0	44
NC_059187.1	2699655	2699656	*	11	0	11	22	0	22	15	0	15	15	0	15	25	0	25	18	1	17	16	0	16	14	0	14	20	0	20	14	0	14	19	0	19	31	15	16	15	1	14	21	0	21	39	0	39	17	1	16	22	0	22	13	0	13	38	0	38
NC_059187.1	3066679	3066680	*	17	0	17	21	0	21	12	0	12	11	0	11	17	0	17	13	0	13	10	0	10	11	0	11	13	0	13	19	0	19	24	0	24	19	3	16	13	0	13	15	0	15	23	0	23	14	0	14	26	0	26	20	0	20	29	0	29
NC_059187.1	5138295	5138296	*	27	0	27	30	0	30	19	0	19	24	0	24	20	0	20	23	0	23	15	0	15	13	1	12	14	0	14	26	0	26	18	0	18	22	3	19	22	0	22	20	0	20	25	0	25	23	0	23	23	0	23	20	0	20	32	0	32
NC_059187.1	5611392	5611393	*	12	0	12	14	0	14	20	0	20	15	0	15	13	0	13	12	0	12	13	0	13	11	0	11	14	0	14	23	0	23	17	0	17	27	11	16	22	0	22	10	0	10	26	0	26	19	0	19	21	1	20	15	0	15	30	0	30
