chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18	coverage19	numCs19	numTs19	coverage20	numCs20	numTs20	coverage21	numCs21	numTs21
NC_059183.1	14184906	14184907	*	24	0	24	24	0	24	33	1	32	17	0	17	18	0	18	24	0	24	21	0	21	22	0	22	14	0	14	31	0	31	19	8	11	20	0	20	12	0	12	31	0	31	31	0	31	24	0	24	19	0	19	20	0	20	12	0	12	28	0	28	20	1	19
NC_059183.1	14184913	14184914	*	24	0	24	23	0	23	33	0	33	17	0	17	18	0	18	22	0	22	21	0	21	21	0	21	12	0	12	30	0	30	18	7	11	19	0	19	12	0	12	31	0	31	32	0	32	20	0	20	18	0	18	19	0	19	11	0	11	28	0	28	20	0	20
NC_059183.1	14184919	14184920	*	23	0	23	22	0	22	33	0	33	17	0	17	19	0	19	20	0	20	19	0	19	20	0	20	12	0	12	30	0	30	18	7	11	18	0	18	11	0	11	29	0	29	32	0	32	18	0	18	18	0	18	19	0	19	11	0	11	28	0	28	19	0	19
NC_059183.1	14756447	14756448	*	16	0	16	12	0	12	21	0	21	27	0	27	16	0	16	22	0	22	24	0	24	17	0	17	18	0	18	24	0	24	17	13	4	23	0	23	26	0	26	19	0	19	27	1	26	22	0	22	11	0	11	19	0	19	14	0	14	19	0	19	11	0	11
NC_059183.1	14959276	14959277	*	22	0	22	24	1	23	21	0	21	15	0	15	13	0	13	22	0	22	18	0	18	12	0	12	17	1	16	19	0	19	20	3	17	16	0	16	18	0	18	20	0	20	23	1	22	22	1	21	17	0	17	19	0	19	15	0	15	15	0	15	21	0	21
NC_059183.1	17221511	17221512	*	18	0	18	15	0	15	23	0	23	20	0	20	16	0	16	38	0	38	17	0	17	24	0	24	18	0	18	33	0	33	22	10	12	29	0	29	21	0	21	29	0	29	28	0	28	12	0	12	17	0	17	25	0	25	13	0	13	28	0	28	18	1	17
NC_059183.1	18442182	18442183	*	15	1	14	21	1	20	26	0	26	16	2	14	18	0	18	27	1	26	19	0	19	21	2	19	18	0	18	31	2	29	18	3	15	25	0	25	14	0	14	18	0	18	23	0	23	25	1	24	16	0	16	20	0	20	26	0	26	23	0	23	14	0	14
NC_059184.1	587550	587551	*	18	0	18	16	1	15	29	1	28	17	0	17	16	0	16	16	2	14	12	1	11	22	1	21	15	0	15	35	0	35	11	3	8	17	0	17	18	0	18	25	1	24	27	0	27	16	1	15	22	0	22	21	2	19	10	1	9	27	3	24	15	0	15
NC_059184.1	800721	800722	*	18	0	18	19	0	19	30	2	28	21	0	21	14	0	14	34	1	33	18	0	18	28	0	28	18	0	18	35	0	35	25	12	13	22	0	22	23	8	15	28	12	16	17	0	17	32	1	31	21	0	21	18	0	18	10	0	10	33	0	33	27	11	16
NC_059184.1	800742	800743	*	22	0	22	19	0	19	28	1	27	20	0	20	14	0	14	36	0	36	18	0	18	25	0	25	17	0	17	35	0	35	26	15	11	21	0	21	21	9	12	27	14	13	17	0	17	31	1	30	22	0	22	18	0	18	10	0	10	32	0	32	31	11	20
NC_059184.1	800752	800753	*	21	0	21	20	0	20	29	1	28	20	0	20	14	0	14	37	0	37	17	0	17	26	0	26	17	0	17	37	0	37	27	14	13	20	0	20	20	8	12	27	14	13	17	0	17	30	1	29	23	0	23	19	0	19	10	0	10	28	0	28	30	12	18
NC_059184.1	800770	800771	*	20	0	20	20	1	19	32	2	30	20	0	20	16	0	16	39	0	39	16	0	16	25	0	25	16	1	15	37	0	37	26	14	12	22	0	22	16	9	7	27	12	15	15	0	15	30	0	30	26	0	26	17	0	17	11	0	11	27	0	27	30	12	18
NC_059184.1	843533	843534	*	22	0	22	21	1	20	28	0	28	15	0	15	21	0	21	23	0	23	16	0	16	22	0	22	20	0	20	29	0	29	32	3	29	19	0	19	22	0	22	26	0	26	27	2	25	33	0	33	30	1	29	19	0	19	10	2	8	34	1	33	25	1	24
NC_059184.1	2842529	2842530	*	24	0	24	30	0	30	22	0	22	28	0	28	19	0	19	37	0	37	27	1	26	29	1	28	15	0	15	28	0	28	27	3	24	15	0	15	22	1	21	23	0	23	20	0	20	33	2	31	30	0	30	23	0	23	12	1	11	37	0	37	21	0	21
NC_059184.1	3354923	3354924	*	25	0	25	23	1	22	21	0	21	16	0	16	21	0	21	33	0	33	15	0	15	14	0	14	20	0	20	29	1	28	14	8	6	22	10	12	18	0	18	23	6	17	17	1	16	19	0	19	18	9	9	11	0	11	18	0	18	12	0	12	12	0	12
NC_059184.1	6579805	6579806	*	16	0	16	15	0	15	24	0	24	16	0	16	23	0	23	31	0	31	18	0	18	32	1	31	18	0	18	27	0	27	31	3	28	16	0	16	18	0	18	23	0	23	32	0	32	25	0	25	22	0	22	18	1	17	13	0	13	24	0	24	23	1	22
NC_059184.1	9465701	9465702	*	18	0	18	12	0	12	31	0	31	25	0	25	37	0	37	47	0	47	22	0	22	36	0	36	27	0	27	20	0	20	26	3	23	45	0	45	28	0	28	37	0	37	27	0	27	47	0	47	16	0	16	34	0	34	14	0	14	20	0	20	27	0	27
NC_059184.1	12174690	12174691	*	16	0	16	10	0	10	14	0	14	22	1	21	17	0	17	21	0	21	20	0	20	16	1	15	14	0	14	22	0	22	19	4	15	19	0	19	15	0	15	17	0	17	20	10	10	18	9	9	16	0	16	23	1	22	12	7	5	23	1	22	12	0	12
NC_059185.1	187749	187750	*	12	1	11	10	2	8	16	0	16	17	0	17	14	1	13	13	1	12	17	0	17	16	0	16	14	0	14	16	0	16	14	3	11	16	1	15	12	0	12	16	0	16	15	0	15	16	0	16	19	2	17	15	0	15	13	0	13	20	1	19	16	0	16
NC_059185.1	1167062	1167063	*	19	0	19	19	0	19	35	0	35	21	0	21	16	0	16	32	0	32	20	0	20	22	0	22	23	0	23	31	0	31	32	3	29	25	0	25	18	0	18	17	0	17	21	0	21	23	0	23	18	0	18	24	0	24	10	0	10	22	0	22	15	0	15
NC_059185.1	2121717	2121718	*	34	0	34	18	0	18	31	0	31	16	2	14	21	0	21	29	0	29	20	0	20	26	0	26	22	0	22	30	0	30	27	11	16	30	0	30	31	0	31	37	0	37	35	1	34	22	3	19	33	0	33	23	0	23	13	0	13	25	0	25	30	0	30
NC_059185.1	3167887	3167888	*	17	0	17	15	0	15	25	2	23	14	0	14	11	0	11	15	1	14	19	0	19	12	0	12	16	0	16	21	0	21	17	5	12	17	0	17	13	0	13	21	0	21	14	0	14	24	0	24	16	0	16	13	0	13	11	0	11	19	0	19	14	0	14
NC_059185.1	3167902	3167903	*	18	1	17	17	0	17	24	0	24	14	0	14	12	0	12	17	0	17	21	0	21	13	0	13	15	0	15	23	0	23	17	7	10	16	0	16	12	0	12	21	0	21	19	1	18	23	0	23	19	0	19	13	0	13	11	0	11	24	0	24	18	0	18
NC_059185.1	3736927	3736928	*	11	0	11	25	2	23	21	0	21	17	0	17	40	0	40	17	0	17	41	0	41	31	0	31	11	0	11	38	0	38	32	3	29	27	0	27	24	0	24	25	0	25	53	0	53	11	0	11	20	0	20	17	0	17	28	0	28	14	0	14	12	0	12
NC_059185.1	6220979	6220980	*	21	0	21	21	0	21	26	1	25	20	0	20	20	0	20	29	0	29	20	0	20	11	0	11	15	0	15	20	0	20	12	3	9	30	0	30	24	0	24	15	0	15	26	0	26	21	0	21	20	0	20	15	0	15	10	0	10	21	0	21	19	0	19
NC_059186.1	2883950	2883951	*	38	0	38	50	1	49	35	0	35	54	0	54	42	0	42	35	0	35	24	1	23	37	2	35	29	0	29	44	3	41	26	6	20	38	3	35	39	0	39	44	0	44	32	0	32	40	1	39	36	0	36	24	9	15	19	2	17	36	0	36	24	0	24
NC_059186.1	7568125	7568126	*	17	0	17	18	0	18	30	0	30	10	0	10	14	0	14	26	1	25	15	0	15	16	0	16	14	0	14	31	0	31	17	8	9	23	0	23	16	0	16	20	1	19	21	0	21	22	0	22	17	0	17	16	0	16	16	0	16	21	0	21	19	1	18
NC_059186.1	9114892	9114893	*	10	0	10	18	0	18	32	0	32	22	0	22	16	1	15	23	0	23	20	1	19	23	0	23	21	0	21	25	0	25	18	3	15	30	0	30	26	0	26	35	0	35	28	0	28	31	0	31	21	0	21	16	0	16	14	0	14	32	0	32	20	0	20
NC_059186.1	9114907	9114908	*	11	1	10	15	0	15	31	1	30	22	1	21	16	0	16	25	0	25	20	1	19	17	1	16	20	0	20	25	0	25	17	4	13	32	1	31	23	2	21	36	0	36	30	3	27	31	3	28	22	3	19	15	0	15	15	2	13	28	0	28	18	3	15
NC_059186.1	9144305	9144306	*	17	0	17	14	0	14	29	0	29	18	0	18	17	0	17	11	0	11	13	1	12	15	0	15	16	0	16	23	1	22	19	12	7	15	0	15	23	1	22	14	0	14	12	0	12	13	0	13	18	0	18	13	2	11	20	0	20	17	0	17	15	0	15
NC_059186.1	9493465	9493466	*	16	0	16	23	0	23	32	0	32	19	0	19	12	0	12	25	0	25	25	0	25	25	0	25	20	0	20	34	1	33	30	3	27	19	0	19	18	0	18	22	0	22	28	0	28	24	0	24	16	0	16	20	0	20	10	0	10	21	0	21	23	0	23
NC_059186.1	10114434	10114435	*	10	0	10	13	1	12	22	0	22	19	0	19	22	0	22	22	0	22	23	0	23	13	0	13	10	0	10	28	0	28	18	7	11	16	0	16	22	0	22	17	0	17	26	0	26	29	0	29	22	0	22	17	0	17	12	0	12	21	0	21	31	0	31
NC_059186.1	10114450	10114451	*	10	0	10	14	0	14	18	1	17	17	0	17	21	0	21	21	2	19	22	1	21	10	1	9	12	0	12	26	0	26	18	6	12	16	0	16	23	1	22	17	0	17	27	0	27	26	1	25	21	0	21	12	1	11	12	0	12	20	1	19	27	1	26
NC_059186.1	11649225	11649226	*	20	0	20	16	0	16	26	0	26	13	0	13	14	0	14	21	0	21	19	0	19	26	0	26	18	1	17	23	0	23	26	8	18	17	0	17	19	0	19	19	6	13	16	7	9	21	0	21	21	8	13	21	0	21	19	0	19	18	10	8	16	0	16
NC_059186.1	11649241	11649242	*	21	0	21	13	1	12	27	0	27	10	0	10	14	1	13	18	0	18	17	0	17	23	0	23	16	1	15	25	0	25	24	8	16	17	1	16	13	0	13	17	6	11	15	7	8	19	0	19	18	10	8	20	1	19	20	1	19	16	8	8	13	0	13
NC_059187.1	1017166	1017167	*	16	0	16	12	0	12	13	0	13	20	1	19	16	0	16	24	0	24	18	0	18	14	0	14	11	0	11	21	0	21	23	10	13	24	0	24	22	0	22	13	0	13	17	1	16	21	0	21	19	0	19	13	0	13	18	0	18	16	0	16	11	0	11
NC_059187.1	2711243	2711244	*	27	0	27	10	0	10	22	0	22	19	0	19	16	1	15	26	2	24	25	0	25	16	0	16	21	0	21	18	0	18	16	5	11	23	6	17	17	8	9	21	12	9	21	4	17	18	0	18	23	7	16	19	19	0	14	0	14	22	1	21	21	13	8
NC_059187.1	2711245	2711246	*	27	0	27	10	0	10	22	0	22	20	0	20	16	0	16	26	2	24	26	1	25	16	0	16	22	0	22	18	0	18	16	6	10	24	7	17	16	8	8	20	13	7	21	3	18	18	0	18	23	8	15	20	19	1	14	0	14	22	1	21	21	14	7
NC_059187.1	2711269	2711270	*	27	0	27	10	0	10	23	0	23	17	2	15	18	0	18	30	1	29	28	0	28	17	0	17	24	0	24	20	1	19	19	6	13	26	5	21	16	6	10	22	14	8	22	5	17	16	0	16	25	10	15	19	19	0	15	0	15	24	1	23	19	14	5
NC_059187.1	2735530	2735531	*	19	0	19	25	0	25	27	0	27	22	0	22	21	0	21	31	0	31	26	0	26	20	0	20	25	1	24	19	0	19	24	3	21	26	0	26	40	0	40	16	0	16	20	0	20	18	0	18	24	1	23	24	0	24	11	0	11	19	1	18	20	0	20
NC_059187.1	2788997	2788998	*	29	0	29	28	0	28	30	0	30	25	0	25	13	0	13	25	0	25	22	0	22	15	0	15	19	0	19	37	0	37	21	3	18	22	0	22	30	0	30	27	0	27	30	0	30	22	0	22	22	0	22	19	0	19	30	1	29	21	0	21	19	0	19
NC_059187.1	2828476	2828477	*	18	0	18	21	0	21	24	1	23	13	0	13	15	0	15	27	0	27	20	0	20	15	0	15	15	0	15	23	0	23	25	13	12	17	0	17	12	0	12	26	1	25	16	0	16	25	11	14	22	0	22	18	0	18	12	0	12	16	1	15	26	0	26
NC_059187.1	2900698	2900699	*	23	1	22	18	0	18	20	0	20	17	0	17	20	0	20	17	1	16	22	0	22	16	0	16	12	0	12	17	0	17	15	4	11	17	0	17	16	1	15	12	0	12	25	0	25	23	0	23	25	0	25	20	0	20	25	3	22	22	0	22	14	0	14
NC_059187.1	9425811	9425812	*	13	0	13	13	0	13	33	0	33	28	2	26	29	2	27	37	0	37	41	1	40	24	1	23	20	0	20	35	0	35	27	3	24	25	0	25	17	1	16	25	0	25	27	1	26	33	0	33	32	0	32	38	6	32	55	9	46	25	0	25	18	0	18
NC_059187.1	9749015	9749016	*	20	1	19	26	0	26	20	0	20	27	2	25	18	0	18	24	0	24	18	0	18	31	1	30	12	1	11	20	0	20	23	13	10	14	0	14	18	0	18	20	1	19	30	12	18	13	0	13	25	0	25	25	0	25	14	0	14	18	0	18	24	0	24
NC_059188.1	1919826	1919827	*	29	0	29	14	0	14	33	0	33	31	0	31	22	1	21	35	0	35	20	0	20	18	0	18	11	0	11	31	1	30	23	6	17	19	0	19	19	0	19	18	0	18	23	0	23	15	0	15	19	0	19	25	0	25	12	4	8	26	0	26	16	0	16
NC_059188.1	8334070	8334071	*	21	0	21	13	0	13	21	0	21	21	0	21	26	0	26	26	0	26	23	0	23	17	0	17	13	0	13	25	0	25	19	4	15	17	0	17	16	0	16	21	0	21	20	0	20	13	0	13	22	0	22	20	0	20	23	0	23	26	1	25	14	0	14
NC_059188.1	9572147	9572148	*	20	0	20	28	0	28	32	0	32	32	1	31	22	0	22	24	1	23	23	0	23	24	0	24	20	0	20	35	0	35	27	3	24	24	1	23	14	0	14	19	0	19	19	0	19	22	0	22	16	0	16	17	0	17	12	0	12	25	0	25	27	0	27
NC_059188.1	9811383	9811384	*	27	0	27	36	0	36	33	0	33	18	0	18	22	0	22	36	0	36	27	0	27	25	0	25	22	0	22	45	0	45	28	3	25	16	0	16	22	0	22	46	0	46	34	0	34	28	0	28	33	0	33	22	0	22	26	0	26	31	0	31	20	0	20
NC_059188.1	11450488	11450489	*	25	0	25	12	0	12	18	0	18	16	0	16	19	1	18	23	0	23	24	0	24	14	1	13	15	0	15	32	1	31	15	3	12	20	2	18	17	0	17	30	0	30	27	0	27	19	0	19	16	1	15	17	0	17	15	0	15	20	1	19	19	0	19
NC_059188.1	12546198	12546199	*	14	1	13	15	0	15	27	1	26	23	0	23	16	0	16	19	0	19	23	0	23	17	0	17	19	1	18	13	0	13	18	8	10	14	0	14	12	0	12	18	0	18	17	0	17	33	0	33	25	0	25	20	0	20	22	0	22	10	0	10	15	0	15
NC_059188.1	12756505	12756506	*	23	1	22	12	1	11	23	0	23	18	0	18	15	0	15	21	1	20	21	0	21	28	0	28	13	0	13	27	1	26	23	7	16	17	0	17	20	0	20	20	0	20	29	3	26	14	0	14	16	0	16	19	0	19	15	0	15	19	1	18	15	1	14
NC_059188.1	12981721	12981722	*	12	0	12	15	1	14	17	0	17	17	0	17	15	0	15	17	1	16	15	0	15	10	0	10	14	0	14	24	0	24	20	10	10	18	1	17	23	0	23	10	0	10	20	0	20	17	0	17	21	0	21	21	0	21	19	0	19	15	1	14	10	0	10
NC_059189.1	188076	188077	*	19	0	19	13	0	13	19	0	19	16	0	16	21	0	21	22	0	22	22	1	21	17	0	17	13	0	13	26	0	26	25	3	22	26	0	26	20	0	20	13	0	13	22	0	22	16	0	16	26	1	25	22	1	21	14	0	14	19	0	19	17	0	17
NC_059189.1	1798666	1798667	*	27	0	27	22	2	20	33	0	33	28	1	27	13	0	13	31	0	31	29	0	29	32	0	32	30	0	30	14	0	14	26	12	14	20	0	20	23	0	23	12	1	11	22	0	22	22	0	22	17	0	17	25	0	25	25	0	25	26	0	26	31	0	31
NC_059189.1	2570382	2570383	*	36	0	36	24	0	24	36	1	35	26	0	26	25	0	25	39	1	38	30	0	30	23	0	23	18	0	18	20	0	20	33	3	30	26	0	26	20	0	20	32	0	32	27	0	27	38	1	37	17	0	17	19	0	19	15	1	14	30	0	30	16	0	16
NC_059189.1	5755106	5755107	*	15	0	15	15	0	15	18	0	18	19	0	19	21	0	21	28	0	28	24	0	24	22	0	22	22	0	22	25	0	25	19	3	16	22	0	22	24	0	24	18	0	18	25	0	25	26	0	26	14	0	14	24	0	24	13	0	13	20	0	20	17	0	17
NC_059189.1	7440810	7440811	*	24	0	24	20	0	20	26	0	26	20	0	20	17	0	17	27	0	27	22	0	22	21	1	20	20	0	20	29	0	29	24	6	18	37	0	37	20	0	20	26	0	26	22	0	22	27	1	26	30	0	30	21	0	21	42	0	42	22	0	22	20	0	20
NC_059189.1	7507771	7507772	*	28	0	28	23	0	23	19	0	19	15	0	15	24	0	24	25	1	24	19	1	18	18	0	18	14	0	14	28	0	28	27	9	18	27	0	27	21	0	21	33	0	33	29	0	29	22	0	22	16	0	16	25	0	25	26	0	26	32	0	32	26	0	26
NC_059190.1	2039358	2039359	*	18	0	18	24	0	24	28	0	28	14	0	14	15	0	15	17	0	17	22	0	22	24	1	23	16	0	16	20	0	20	16	3	13	10	0	10	16	0	16	23	1	22	14	0	14	15	0	15	28	0	28	23	0	23	16	0	16	15	0	15	13	0	13
NC_059190.1	3010153	3010154	*	25	0	25	20	0	20	19	0	19	18	1	17	10	0	10	20	1	19	22	0	22	22	0	22	21	0	21	28	0	28	25	10	15	20	0	20	21	0	21	16	0	16	23	13	10	27	0	27	20	0	20	19	0	19	21	0	21	23	0	23	23	9	14
NC_059190.1	3010165	3010166	*	27	0	27	24	0	24	19	0	19	16	0	16	11	0	11	22	0	22	25	0	25	29	0	29	21	0	21	29	0	29	25	9	16	23	0	23	22	0	22	17	0	17	26	15	11	30	0	30	20	1	19	22	2	20	20	0	20	24	0	24	25	10	15
NC_059190.1	3010177	3010178	*	27	0	27	29	1	28	21	0	21	16	0	16	13	0	13	22	0	22	27	0	27	29	0	29	22	0	22	31	0	31	25	10	15	26	0	26	24	1	23	20	0	20	26	15	11	31	0	31	20	0	20	25	0	25	18	3	15	24	0	24	28	13	15
NC_059190.1	3010351	3010352	*	36	0	36	41	0	41	41	0	41	29	1	28	36	0	36	44	0	44	36	0	36	30	0	30	34	0	34	55	0	55	49	22	27	39	0	39	31	0	31	53	0	53	35	21	14	41	0	41	37	0	37	35	0	35	14	0	14	38	0	38	47	23	24
NC_059190.1	3064350	3064351	*	14	0	14	19	1	18	23	1	22	21	0	21	21	0	21	27	1	26	14	0	14	17	0	17	17	0	17	27	0	27	22	3	19	13	0	13	19	0	19	19	0	19	16	0	16	23	0	23	15	0	15	18	0	18	15	0	15	21	0	21	19	5	14
NC_059190.1	3501846	3501847	*	12	0	12	14	0	14	15	0	15	19	0	19	13	1	12	22	0	22	19	0	19	24	0	24	17	0	17	15	0	15	18	5	13	16	0	16	13	0	13	13	0	13	11	0	11	15	0	15	13	4	9	17	0	17	18	0	18	22	0	22	14	0	14
NC_059190.1	4608111	4608112	*	26	1	25	10	0	10	38	0	38	17	0	17	38	0	38	37	1	36	35	0	35	46	1	45	24	0	24	32	1	31	25	8	17	31	1	30	23	4	19	33	0	33	24	0	24	20	0	20	16	0	16	35	1	34	33	10	23	30	0	30	12	1	11
NC_059191.1	592191	592192	*	18	0	18	19	0	19	29	0	29	16	0	16	19	0	19	29	1	28	35	0	35	19	0	19	17	0	17	25	0	25	18	6	12	19	0	19	14	0	14	26	1	25	20	0	20	26	0	26	23	0	23	21	0	21	13	0	13	26	0	26	21	0	21
NC_059191.1	990074	990075	*	25	2	23	28	0	28	21	0	21	12	1	11	12	0	12	32	1	31	20	0	20	10	1	9	18	0	18	22	0	22	24	3	21	23	0	23	12	0	12	26	1	25	17	0	17	22	0	22	17	1	16	23	2	21	19	1	18	24	1	23	21	0	21
NC_059191.1	1273649	1273650	*	14	0	14	19	1	18	19	0	19	17	0	17	16	0	16	27	0	27	14	0	14	15	0	15	17	0	17	28	0	28	11	3	8	11	0	11	16	0	16	19	0	19	22	0	22	28	0	28	20	0	20	17	0	17	24	0	24	16	0	16	12	0	12
NC_059191.1	2778191	2778192	*	26	0	26	15	0	15	17	0	17	13	0	13	25	0	25	23	1	22	21	0	21	15	0	15	20	0	20	33	0	33	11	3	8	25	0	25	17	0	17	14	0	14	15	0	15	31	0	31	16	0	16	18	0	18	14	0	14	15	0	15	22	0	22
NC_059191.1	5366251	5366252	*	19	0	19	18	1	17	27	0	27	16	1	15	24	0	24	23	0	23	19	0	19	26	0	26	21	0	21	23	0	23	18	3	15	25	0	25	17	0	17	27	0	27	20	0	20	22	0	22	11	0	11	20	0	20	11	0	11	14	0	14	17	0	17
NW_025533130.1	225550	225551	*	28	0	28	28	1	27	28	0	28	21	0	21	28	0	28	34	0	34	31	0	31	32	0	32	23	0	23	34	0	34	25	9	16	16	0	16	26	0	26	29	0	29	24	0	24	29	1	28	20	1	19	31	8	23	45	0	45	33	1	32	17	0	17
NW_025533130.1	232517	232518	*	32	0	32	21	1	20	24	0	24	17	0	17	30	0	30	49	0	49	30	0	30	25	0	25	18	0	18	35	1	34	34	10	24	39	2	37	28	1	27	35	1	34	41	0	41	39	1	38	21	0	21	38	0	38	52	14	38	35	0	35	21	2	19
NW_025533136.1	19053	19054	*	20	0	20	37	0	37	38	0	38	33	0	33	30	1	29	59	1	58	39	1	38	40	1	39	11	1	10	44	0	44	37	6	31	38	0	38	22	0	22	43	2	41	25	1	24	47	0	47	40	0	40	33	0	33	16	0	16	28	0	28	31	0	31
NW_025533136.1	19075	19076	*	16	0	16	33	0	33	34	1	33	36	2	34	26	0	26	57	1	56	39	0	39	36	0	36	12	1	11	40	0	40	33	6	27	32	1	31	23	0	23	45	2	43	24	0	24	46	0	46	37	0	37	32	0	32	12	0	12	24	0	24	30	0	30
NW_025533136.1	19586	19587	*	22	0	22	12	0	12	21	0	21	29	0	29	28	0	28	27	0	27	33	0	33	23	1	22	15	0	15	27	0	27	36	9	27	29	0	29	10	1	9	31	0	31	24	0	24	35	0	35	27	0	27	48	0	48	13	0	13	30	0	30	22	1	21
NW_025533149.1	10003	10004	*	10	2	8	25	0	25	39	0	39	10	0	10	12	0	12	35	2	33	20	0	20	10	0	10	17	0	17	10	0	10	19	10	9	20	1	19	20	0	20	12	0	12	34	0	34	19	1	18	22	0	22	14	0	14	28	0	28	42	1	41	12	0	12
NW_025533263.1	33106	33107	*	35	3	32	59	1	58	52	2	50	46	1	45	61	0	61	30	2	28	36	3	33	53	3	50	69	1	68	64	1	63	83	6	77	28	1	27	42	2	40	79	5	74	64	7	57	100	4	96	35	1	34	53	1	52	25	2	23	81	2	79	62	1	61
NW_025533332.1	10460	10461	*	24	0	24	35	1	34	46	0	46	27	0	27	35	0	35	60	0	60	32	0	32	12	0	12	26	0	26	48	2	46	30	7	23	29	0	29	30	1	29	47	0	47	39	0	39	32	0	32	24	0	24	31	0	31	37	0	37	32	0	32	25	0	25
NW_025533332.1	10887	10888	*	21	0	21	28	0	28	29	2	27	18	0	18	33	1	32	49	0	49	26	0	26	31	0	31	17	0	17	40	1	39	26	8	18	20	15	5	24	0	24	29	0	29	28	0	28	28	0	28	18	0	18	21	0	21	49	0	49	41	0	41	21	0	21
NC_059182.1	755882	755883	*	23	0	23	22	0	22	25	0	25	19	0	19	45	3	42	29	1	28	41	0	41	24	0	24	25	0	25	69	2	67	23	0	23	21	4	17	38	8	30	15	0	15	24	0	24	32	0	32	18	0	18	24	0	24	39	0	39	43	0	43	19	0	19
NC_059182.1	1914224	1914225	*	27	0	27	20	0	20	15	0	15	18	0	18	25	0	25	29	0	29	21	0	21	22	1	21	26	0	26	31	0	31	28	1	27	18	6	12	22	0	22	13	6	7	17	0	17	25	0	25	12	0	12	21	1	20	16	0	16	26	5	21	19	2	17
NC_059182.1	1914233	1914234	*	28	2	26	18	1	17	13	0	13	16	0	16	23	0	23	31	0	31	21	0	21	22	1	21	26	1	25	29	0	29	26	0	26	17	4	13	22	0	22	13	6	7	17	0	17	25	0	25	14	1	13	21	0	21	16	0	16	24	1	23	19	0	19
NC_059182.1	3074183	3074184	*	15	0	15	12	0	12	16	0	16	16	0	16	19	0	19	23	0	23	23	0	23	15	0	15	11	0	11	17	0	17	15	0	15	28	3	25	25	1	24	13	0	13	20	0	20	16	0	16	15	0	15	15	0	15	12	0	12	20	0	20	12	0	12
NC_059182.1	12161512	12161513	*	19	0	19	32	0	32	44	0	44	25	0	25	23	1	22	26	0	26	22	1	21	29	0	29	24	0	24	46	0	46	26	0	26	23	3	20	23	0	23	17	0	17	31	0	31	30	0	30	24	0	24	19	0	19	11	0	11	30	0	30	33	0	33
NC_059182.1	13058617	13058618	*	21	1	20	10	1	9	28	0	28	10	0	10	21	0	21	31	2	29	31	0	31	37	0	37	31	0	31	38	0	38	22	0	22	26	4	22	28	0	28	28	4	24	21	1	20	29	0	29	29	0	29	30	0	30	29	0	29	39	0	39	15	0	15
NC_059182.1	15434789	15434790	*	21	0	21	14	0	14	29	0	29	16	0	16	23	0	23	18	0	18	19	0	19	22	0	22	17	0	17	32	0	32	16	0	16	31	3	28	16	0	16	22	0	22	20	0	20	26	1	25	12	0	12	20	0	20	22	0	22	11	0	11	17	0	17
NC_059182.1	17037992	17037993	*	12	1	11	16	0	16	21	0	21	26	0	26	22	0	22	20	0	20	20	0	20	13	0	13	15	0	15	19	0	19	15	0	15	24	11	13	17	0	17	12	6	6	20	1	19	21	0	21	21	1	20	20	0	20	10	0	10	30	1	29	19	0	19
NC_059182.1	17038001	17038002	*	12	0	12	16	0	16	18	0	18	25	0	25	22	0	22	20	0	20	21	0	21	16	1	15	15	0	15	20	0	20	16	0	16	23	12	11	18	0	18	13	7	6	22	0	22	21	0	21	22	1	21	19	2	17	11	0	11	29	1	28	18	0	18
NC_059182.1	17038013	17038014	*	13	0	13	13	0	13	16	0	16	21	0	21	19	0	19	20	0	20	21	0	21	15	0	15	13	0	13	18	0	18	16	0	16	22	11	11	16	0	16	14	7	7	23	0	23	20	0	20	23	1	22	19	0	19	11	1	10	26	1	25	17	0	17
NC_059182.1	17038026	17038027	*	11	0	11	12	0	12	14	0	14	21	0	21	16	0	16	20	0	20	20	0	20	13	0	13	13	1	12	15	0	15	17	0	17	22	10	12	15	0	15	12	7	5	18	0	18	19	0	19	22	0	22	18	0	18	12	0	12	24	0	24	19	1	18
NC_059182.1	18087701	18087702	*	34	0	34	20	0	20	39	1	38	26	0	26	20	0	20	34	0	34	18	0	18	30	0	30	26	0	26	33	0	33	33	0	33	20	3	17	23	0	23	29	0	29	27	0	27	36	0	36	37	0	37	29	0	29	10	0	10	31	0	31	21	0	21
NC_059183.1	467870	467871	*	30	0	30	27	0	27	30	0	30	21	0	21	19	0	19	38	0	38	26	0	26	20	0	20	23	0	23	29	0	29	25	0	25	26	9	17	21	0	21	17	0	17	26	0	26	15	0	15	17	0	17	23	0	23	16	0	16	23	0	23	18	0	18
NC_059183.1	467896	467897	*	30	0	30	28	0	28	33	0	33	16	0	16	19	0	19	36	0	36	26	0	26	19	0	19	26	0	26	31	0	31	28	1	27	27	12	15	24	0	24	20	0	20	25	0	25	16	0	16	17	0	17	22	0	22	15	0	15	26	0	26	15	0	15
